"1p"	"1q"	"2p"	"2q"	"3p"	"3q"	"4p"	"4q"	"5p"	"5q"	"6p"	"6q"	"7p"	"7q"	"8p"	"8q"	"9p"	"9q"	"10p"	"10q"	"11p"	"11q"	"12p"	"12q"	"13q"	"14q"	"15q"	"16p"	"16q"	"17p"	"17q"	"18p"	"18q"	"19p"	"19q"	"20p"	"20q"	"21q"	"22q"	"Xp"	"Xq"
"TCGA.30.1856.01"	0.506	0.506	0	0	0	0	-0.398	-0.398	0	-0.38	0	0	0.469	0	-0.399	0	-0.404	-0.404	0.8	-0.35	0	0.42	0.453	0.453	0	-0.386	-0.409	-0.415	-0.415	-0.419	-0.419	-0.407	-0.407	0	0	0.52	0.52	-0.256	-0.415	0	0
"TCGA.30.1857.01"	0	0	0	0	0	0.961	0	0	0	-1.021	0	-1.027	0	0.955	-1.025	0.959	-1.037	-1.037	0	0	-1.018	-0.125	-1.013	-1.013	0	0	0	-0.956	-0.956	-0.932	-0.932	0	-1.003	0	0	1.247	0	1.002	0	-0.393	-0.393
"TCGA.30.1859.01"	-0.651	-0.651	0.561	0.561	0.693	0.693	-0.739	-0.739	-0.746	-0.746	0	2.933	0	0	0	0.653	0.71	0	0	-0.713	0.711	0	2.102	1.386	0	-1.293	-0.685	0	0	-1.293	-1.293	0	0	1.585	0	0.869	0.869	-0.708	-0.647	0	0
"TCGA.30.1860.01"	-0.994	-0.994	0	0	0	0	0	0	0	0	0	-1.293	0	0	-1.003	0	0	0	-0.983	-0.983	0	0	0	0	-1.037	0	-0.944	-1.015	-1.015	-1.293	-1.293	-1.021	-1.021	-0.893	0	0	0	0	-0.955	0	0
"TCGA.30.1861.01"	0	0	0	0	1.831	0.729	-0.584	-0.584	-0.535	-0.535	0	0	0	0	0.81	0.81	-1.293	-0.602	1.247	0	-0.599	-0.599	-0.647	-0.647	-1.293	-0.634	0	-0.713	-1.293	-0.734	-0.377	-1.293	-1.293	-0.727	-0.727	1.9	1.9	0.893	1.586	0	0
"TCGA.30.1862.01"	1.087	1.087	0.899	0.899	0	0	0	0	0	0	0.928	0.928	0.921	0.921	-1.047	0.95	0.916	0.916	0	0	-1.04	0.957	0	0	0.947	0	0	0	0	-1.08	-0.116	0	-0.312	0.766	0	1	2.062	0.705	-1.102	0.345	0.345
"TCGA.30.1866.01"	0	0	0	0	0.258	0.718	-0.363	-0.363	0	-0.368	-0.381	-0.381	0.456	0.787	-0.33	0	-0.373	-0.373	0.254	0.254	-0.478	-0.478	0	0	-0.936	0	-0.928	-0.344	-0.344	-0.897	-0.377	0	-0.39	-0.401	-0.401	-0.353	0	-0.912	-0.933	0	0
"TCGA.30.1867.01"	0.608	0.455	0.473	0	1.259	1.259	0	0	-0.672	-0.672	0	0	1.247	1.247	0	0	-0.104	-0.629	0	0	0	0	0.586	0.586	0	0	-0.422	-0.713	-0.713	-0.638	0	0	0	0.335	0.335	0.524	1.253	0.682	-0.45	0	0
"TCGA.30.1880.01"	0	0	0	0	0	0	-1.093	-1.093	0	0	-1.106	-1.106	0	0	0	0	-1.095	-1.095	0	0	0	0	0	0	1.095	0	0	0	-1.098	-1.101	-1.101	-1.107	-1.107	0	0	0	0	0	-1.103	-0.308	-0.308
"TCGA.30.1887.01"	-1.293	-1.293	0	-0.683	-0.706	1.248	0	0	-0.371	-0.73	0	0	-0.7	-0.7	-0.665	-0.665	0	0	1.366	0	-0.697	0	0.748	0	0	-0.683	-0.653	-0.615	-1.293	-0.609	-0.051	0	0	0	0	0	0.698	0	-0.594	-0.667	0.549
"TCGA.30.1891.01"	0	0	0	0	0	0.98	-1.048	-1.039	-0.018	-0.312	1.022	0	0	0	-1.054	0	-1.019	0	0	0	0	0	2.551	-1.022	-1.027	0	-0.997	0	0	-0.979	-0.979	-1.035	-1.035	-0.872	-0.872	1.049	0	-1.018	0	-0.922	-0.922
"TCGA.30.1892.01"	0	0	0	0	0.768	0.768	0	0	0	0.67	0	0	-1.281	0	2.115	3.466	0	0	0	0	0	0	0	0	0	0	-0.72	0	-0.754	-0.631	-0.631	-0.732	0	0.127	0.127	0.781	0.781	-1.293	-0.635	0	0
"TCGA.31.1944.01"	0	0	0	0	0	0	0	0	-1.058	0	0	0	-0.055	0.984	-0.04	1.029	0	-0.849	-0.073	-1.06	0	0	0	0	0	-1.056	0	-1.029	-1.029	-0.987	0	0	-1.058	-0.914	-0.914	0	3.02	0	-0.995	-0.294	-0.294
"TCGA.31.1946.01"	0	0	0	0	0	0	0	-1.04	0	0.696	0	0	0	0	0.923	1.99	0	0	0	0	0	0	0	0	0	-0.998	0	0	0	-1.023	0	-1.04	-1.04	0	-0.938	0	0	0	0	-1.023	0.906
"TCGA.31.1950.01"	0	0	0.55	0.55	0	0	-0.665	-0.665	0.748	0	0	0	0.28	0.28	-0.604	0.663	0	-0.607	0.577	0.577	-0.582	0	0.515	0.515	0	-0.332	-0.872	0	-1.293	-0.565	-0.565	0	0	0.736	-0.544	0	0.468	-0.599	0.299	-0.445	0
"TCGA.31.1951.01"	0	0	0	0	0	0.925	0	0	0	0	-1.047	-1.047	0	0	-0.058	1.003	0	0	-1.293	-1.293	0	0	0	0	0	-1.028	0	-0.983	-0.983	-1.029	0	0	0	2.101	0	1.032	1.032	0	-1.025	-0.599	0.274
"TCGA.31.1953.01"	0	0	0.397	0	0	0	-0.482	-0.482	-0.517	-0.517	0.834	-0.503	0	0	0	0	0	0	0.462	-0.489	-0.499	-0.499	0	0	-0.504	-1.019	-0.489	-0.449	-0.449	-1.031	-0.658	0	0	-0.382	-0.382	0	0	0	-0.991	0	0
"TCGA.31.1955.01"	0	0	0	0	0	0	-1	-1	0	-0.991	0.949	0	0	0	-0.898	0.84	-0.985	-0.985	0	0	0	0	1.628	0	-0.952	0	1.006	-0.927	-0.927	-0.976	-0.976	-1.186	-1.186	-0.939	-0.939	0	0	0	-0.99	-1.138	-0.571
"TCGA.31.1956.01"	0	0.955	0	0	0	0.987	0	0	0	0	1.023	-0.042	0	0	-1.044	0	0	-1.048	0	0	0	0	0	-1.049	-1.043	0	0	0	0	-0.998	-0.998	0	-1.059	-1.04	-1.04	0	0	-1.034	0	-0.485	-0.485
"TCGA.31.1959.01"	-0.485	-0.485	0.998	0.998	-0.333	0.88	-0.569	-0.569	-0.491	-0.491	0.673	-0.497	0.664	-0.451	-0.519	0.72	-0.504	0.517	-0.479	-0.479	-0.515	0	2.216	-0.449	-0.441	1.081	-0.538	0.273	-0.516	-0.323	0	0.585	-0.502	-0.51	0.52	1.036	1.036	0.82	-0.568	0	0
"TCGA.36.1568.01"	0	0	0	0	0	0	-0.974	-0.974	0	0	0	0	-0.976	-0.379	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.943	-0.943	-0.894	-0.894	-0.945	0	-0.826	-0.826	0.878	0	0	-0.639	0	0
"TCGA.36.1569.01"	-0.265	0.684	0	0	0	0.472	0	0	-0.402	0.471	-0.274	-0.274	-0.395	-0.395	-0.31	1.014	-0.862	-0.862	0.282	0.282	-0.386	0	1.158	0	-0.856	-0.423	0	-0.86	-0.86	0.257	0.257	-0.419	-0.419	0	0	0.665	1.029	-0.269	-0.329	-0.847	-0.315
"TCGA.36.1570.01"	0	0	0	0	0	0	0.938	-0.991	0.911	0.911	0.917	0	-1.031	0	-0.085	1.82	0	0	0	0	0	0.921	0	0	0	0.935	0	-1.042	-1.042	-0.233	0.785	0	-1.021	0.691	0	0.89	0	0	0	0	0
"TCGA.36.1571.01"	0	0.496	0.908	0	0	0	0	-0.548	0	0	0	-0.667	-0.648	0	-0.664	0.63	-0.642	-0.642	0.55	0	-0.608	-0.608	3.05	0.516	-0.602	-0.647	0.634	-0.663	-0.663	0	0	-0.342	-0.614	-0.644	0	0.474	0.474	0.826	-0.687	0	0
"TCGA.36.1574.01"	0	0	0	0	0	0.955	0	0	0	0	0	-0.973	-1.023	0	-0.105	0.902	0	0.83	0	-1.013	0.877	0.877	0	0	-1.024	-1.007	0	0	0	-1.019	0.903	0	0	0	0	0	0	0	0	0	0
"TCGA.36.1575.01"	0	0	1.185	-0.45	-0.558	-0.558	0	-0.552	-0.558	-0.558	0	0	0	0	-0.627	-0.627	0	0	0	0	0	0	0.716	0.716	-0.608	-0.579	0	-1.293	-1.293	-0.616	-0.616	-0.566	-0.566	-1.293	-1.293	1.386	1.386	-0.626	-0.599	-0.863	-0.518
"TCGA.36.1576.01"	-0.351	0.092	0	0	-0.371	0.975	0	0	0.371	-0.026	0.578	0.259	0	0	-0.019	1.203	-0.899	-0.774	0	0	0	0.262	0.789	0	0.648	-0.284	0	-0.561	-0.561	-0.436	-0.436	0	-0.426	-0.565	-0.565	1.143	1.143	0	-0.299	0	0
"TCGA.36.1577.01"	0.713	0	0	0	0	0	-0.907	-0.907	0	0	0	0	0	-0.876	-0.888	0	0	0	0	-0.835	-0.847	0	0.779	0	0	0	0	-0.827	-0.827	0	-0.848	-0.881	-0.881	-0.722	0	-0.867	0	0	-0.846	0	0
"TCGA.36.1578.01"	0.66	0	0	0.647	0.768	0.768	0.818	0.818	1.812	0	0	0	0	0	-0.955	0	0	0	0.761	0.761	0.716	0.716	0	0	0	0	0	0.228	-1.077	0.597	0.597	0	-0.969	0	0.501	0	1.458	0.842	0	-0.317	-0.317
"TCGA.36.1580.01"	-0.321	-0.321	0	0	-0.257	-0.257	-0.675	-0.675	-0.307	0	0.253	-0.476	0.342	0.342	-1.126	0.804	-1.293	-1.293	1.023	1.023	0	-0.778	1.99	0	-1.044	0	0	0	-0.488	0	0	-0.693	-0.693	0	-0.473	0	0	0	-0.676	-0.562	0
"TCGA.36.1581.01"	0.266	1.692	-0.457	-0.457	0	0	-0.446	-0.446	0.788	-0.322	0.832	0.36	0	-0.361	0	0	0	-0.448	2.332	1.935	-0.426	-0.426	0	0	-0.446	0	-0.486	0	0	0.266	0.266	0.301	0.301	-0.517	-0.517	0	0.63	-0.603	-0.473	0	0
"TCGA.36.2529.01"	0.448	0.448	0	-0.494	0.388	0.388	0.35	-0.2	0.363	0.363	0.563	0	0.314	0.314	0.238	0.773	-0.527	-0.527	0.366	0.366	-0.128	-0.532	0.781	0.781	-0.55	0	-0.529	0	-0.476	-0.563	-0.563	0	0	0.336	0.596	0	0	0.476	0	0.056	0.433
"TCGA.36.2530.01"	0	0	0.722	0	-0.885	0	0	-0.971	0	0	0	0	-0.934	0	-0.924	0.868	0	0	0	0	0	0.671	0	0	0	0	0	0	-0.876	-0.864	-0.864	-0.901	0	0	-0.829	0	0	-0.903	-0.844	-0.269	-0.269
"TCGA.36.2532.01"	0	0	0	0	0	0	-0.895	-0.895	0	0	0.789	0	0	0	0	0	0.692	0	0	-0.863	0	0	0	0	0	0	0	-0.888	-0.888	-0.826	-0.826	-0.863	-0.863	0	0	0	0	0	-0.873	0	0
"TCGA.36.2533.01"	0	-0.539	0.254	0.714	0.395	0.395	-0.708	-0.708	-0.378	-0.711	0.427	0.427	0	1.115	-0.554	1.334	0.59	-0.554	0	0	-0.288	-0.288	0.628	0.628	-0.78	0	-0.359	0.571	0.571	-0.763	-0.763	0.329	0.329	0	0.705	0	0	0.352	0.301	0.368	0
"TCGA.36.2534.01"	0.769	0	0	0	-0.932	0.559	-0.957	0	0	0	0	0	0	0	-0.886	0	0	0	-0.937	-0.937	0	0	0	0	-0.95	0	0	-0.065	-0.944	-0.942	-0.942	-0.357	-0.357	0	-0.896	0.707	0.894	-0.943	-0.518	0	0
"TCGA.36.2537.01"	0	0	0	0	0	0	0	0	0	-0.688	0	0	0	0	-0.76	-0.76	-0.755	-0.755	0	0	-0.719	0	0	-0.689	0	0	0	0	0	-0.683	-0.683	0.635	0.635	-0.574	-0.574	0	0	0	0	0	0
"TCGA.36.2538.01"	0	0	0	0	0	0	-0.67	-0.67	-0.086	-0.63	0	-0.467	0	0	-0.663	0	-0.652	-0.652	-0.64	-0.64	-0.637	-0.637	-0.655	-0.655	0	-0.654	0	0	0.543	-0.665	-0.665	0	-0.66	-0.64	-0.64	0	0	-0.502	-0.641	-0.43	-0.43
"TCGA.36.2540.01"	-0.971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.009	0	0
"TCGA.36.2542.01"	0	0	0	0	0	0	-0.945	-0.316	0	0	0.381	-0.877	0	0	-0.946	0	-0.369	0.567	-0.902	-0.902	0	0	0	0	-0.804	-0.946	0.54	0	-0.948	-0.653	-0.317	-0.951	-0.951	0	0	0	0	0.597	-0.96	0	0
"TCGA.36.2543.01"	0	0	0.265	-1.293	0.29	0.29	-0.755	-0.755	0.329	0.329	-1.293	-1.293	0	0	-0.473	0.306	0	-0.708	0.317	-0.47	0	0	0	0	-0.679	0.268	-0.729	-0.774	-0.774	-0.803	0	-0.498	-0.498	-0.801	-0.801	0.97	0	0	-0.794	0	0
"TCGA.36.2544.01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.882	0	-0.863	-0.863	-0.925	0	0	0	0	0	0	0.54	0.82	0	0	-0.824	0	0	-0.812	0	0	0	0	0	-0.816	0	0
"TCGA.36.2545.01"	-0.72	-0.72	0	0	0	0	-0.774	-0.774	0	-0.771	0.595	-0.764	0	0.439	0	0.795	0	-0.749	-0.268	-0.268	0	0	0	0	-0.41	0	-0.343	-0.719	0	-0.757	-0.757	-0.297	-0.764	0	0	0	0	0	0	0	0
"TCGA.36.2547.01"	0	0	0	0	0	0	-0.516	0	0.024	-0.568	1.406	0	0.431	0.955	-1.293	0	0	0	-0.599	-0.599	0	0	0.912	0	0	0	0	0.446	0.446	-0.561	0	0.464	0	0.425	-0.579	1.028	1.028	1.48	0	0	0
"TCGA.36.2548.01"	0	0	0	0	0	1.923	-0.589	-0.589	0.905	0	-0.592	-0.592	0.554	0.554	0.424	0.424	-0.535	-0.535	0.345	0.345	0	0	0.55	0.55	0	0.027	-0.548	-0.553	-0.553	-0.519	-0.519	-0.565	-0.565	-0.027	-0.027	0.509	1.387	-0.49	-0.548	0	0
"TCGA.36.2549.01"	0	0	0	0	0	0	-1.293	-1.293	0	0	0	-0.803	0	0	0	0	-1.293	-1.293	0	0	0	0	0.766	0	0	0	0	0	0	-0.913	-0.913	0	-1.293	0	0	0	0	0	0	0	0
"TCGA.36.2551.01"	0.785	0.785	0	0.258	0	0.752	-0.711	-0.98	0.314	0	0.287	0.287	0	0	0.28	-0.099	0	0	0.824	0	0	0.271	1.144	0	-0.269	0	-0.482	-0.482	-0.482	0	0	0	0	-0.48	-0.48	0.744	0.744	0.701	-0.924	0	0
"TCGA.36.2552.01"	-0.37	0.248	0.962	0.287	-0.362	0.697	-0.39	-0.39	-0.385	-0.385	1.54	0.54	-0.384	-0.384	-0.815	-0.4	-0.895	-0.895	1.345	1.345	-0.345	-0.345	0.978	0	0.488	-0.392	0.348	0.209	-0.897	0	0	-0.905	-0.905	0	0	0	0	-0.356	-0.894	0	0
"TCGA.3P.A9WA.01"	0	0	0	0	0	0	0	-0.877	-0.898	-0.898	0	-0.876	0	0	-1.285	0	0	0	0	0	-0.874	0.812	0	0	-0.883	0	0	0	0	-0.917	-0.917	0	0	-0.897	-0.897	0	0.82	-0.899	-0.459	-0.315	-0.315
"TCGA.42.2582.01"	0	0	0	0	0	0.764	0	0	0.723	0	0	0	0	0.926	0	1.35	0	0.697	0	0	0	0	0	0	-0.813	0	0	0	0	-0.964	0.831	0	0	0.827	0.117	0	0	0	-0.861	-0.885	0.062
"TCGA.42.2587.01"	0	0	0	0	0.486	0.486	-0.359	-0.359	0	0	0	0.442	0.29	0.29	-0.401	-0.401	0	0	0	0	0.004	0.371	0	0	0	-0.298	-0.302	0	0	0	0	-0.379	-0.379	0	0	0	0	0	0	0	0
"TCGA.42.2588.01"	0	0	0	0	0	0	-0.489	-0.489	1.03	0	0.52	-0.61	0	0	-0.579	1.9	0	0	0.504	0	0	0	0	0	0	0	0	0.539	0	0	0	0	0	0	0	0	0	0	-0.568	0	0
"TCGA.42.2589.01"	0	0	0.579	0	-0.93	-0.08	0	-0.931	0	0	0	-0.936	-0.954	0	-0.951	0.898	-0.926	-0.926	-0.709	-0.709	0	0	0	0	0	-0.763	-0.932	-0.912	-0.912	-0.9	-0.9	0.907	0	0	0	0	0	0	-0.942	0.406	-0.453
"TCGA.42.2590.01"	0	0.844	0	0	0	0	0	-0.317	0	-0.64	0	-0.831	0	0.796	-0.871	0.866	-0.935	-0.935	0	0	0	0	0	0	-0.31	0	0	-0.938	-0.938	-0.932	-0.932	0	-0.965	0	0	0.262	0	0	-0.645	0	0
"TCGA.42.2591.01"	0	0	0	0	0	0	-0.193	-0.767	0	0	-0.775	-0.775	0	0	0	0	0	0.661	0	-0.784	0	0	0	-0.771	-0.773	-0.764	0	-0.77	0	-0.79	-0.79	-0.772	-0.772	-0.702	0	0	0.652	0	-0.792	0	0
"TCGA.42.2593.01"	0	0	0	0	-0.584	0.535	0	-1.293	1.07	0	1.266	0	0	0	-1.293	0	-0.592	-0.592	0	0	0	0	0	0	0	-0.627	-0.591	-0.573	-0.573	-1.293	0.309	-1.293	-1.293	0	0	0.913	0.913	-0.658	-0.617	-1.293	-1.293
"TCGA.57.1582.01"	0.44	0.44	0	0	0.631	0.631	-0.305	-0.305	0.49	-0.405	0.503	0.503	-0.273	-0.273	0.98	1.415	-0.944	-0.365	1.054	0.521	-0.489	0	0	0	-0.546	0	0.451	-0.228	-0.983	-0.538	-0.538	-0.566	-0.566	0	0.385	0	1.13	0.541	-0.458	0	0
"TCGA.57.1583.01"	0	0.587	0.551	0.551	0.497	0	0	0	0.002	-0.646	0	-0.61	0	0	-1.287	0	-0.608	0	0.623	0.623	0	0	0.548	0.548	0	0.531	-0.677	0	0.607	-0.684	-0.684	0.567	-1.293	-1.293	-1.293	0.648	0.648	0	-1.293	0	0
"TCGA.57.1584.01"	0	0	0	0	0	0	-0.932	-0.932	0	-0.933	0	-0.917	0	0	0	0	0	0	0	0	0	0.807	-0.945	-0.945	-0.938	0	0	-0.941	-0.941	-0.929	-0.929	0	-0.95	-0.817	-0.817	0	0	0	-0.951	-0.854	0
"TCGA.57.1585.01"	-0.32	-0.32	1.101	-1.293	0.366	0.366	0	0	1.106	0	0.841	0	0	0	-1.293	0.962	-0.34	-0.631	0	0	-0.5	0	-0.914	-0.427	0	0	0	0	0	-0.513	0	-0.102	-0.624	-0.268	0.36	1.286	0.445	0.796	0.746	-0.452	-0.452
"TCGA.57.1586.01"	0	1.709	0.929	0.929	0	3.047	0	0	0	0	0.982	0	1.006	1.006	0	1.782	0	0	0.903	0	0	0	0.817	0.817	0.959	0	0	0	0	0	0	1.018	0	0.955	0.955	3.175	1.672	0	0	-0.461	0.585
"TCGA.57.1992.01"	0	0	0	0	-0.988	-0.112	-0.975	-0.975	0	-0.989	0	0	-0.982	0	-0.973	0	-0.959	-0.959	0	0	-0.98	0	0	0	-0.973	-0.969	-0.959	-0.959	-0.959	0	-0.921	0	-0.973	0	0	0	0.782	1.034	-0.958	-0.428	-0.428
"TCGA.57.1993.01"	0	0	-0.282	-0.282	0	0.291	0	0	0.418	0	0.485	0.485	-0.459	0	-1.028	0	0	0	0.354	0	0	0	0.744	0.744	0.466	-0.27	-0.507	-0.709	-0.709	-1.293	-1.293	-0.484	-1.023	0	0	-0.433	0.878	-1.293	-0.626	1.082	-0.52
"TCGA.57.1994.01"	0	0	0.62	0.62	0.898	0.898	0	-0.609	2.675	-0.762	0.267	0.267	0	0	-0.69	-0.408	-1.293	-0.436	1.044	0.375	0	0	1.958	0.251	0	0	0	0	-0.881	0	0	0.575	0	0	1.1	0	0.574	-0.466	-0.707	-0.621	-0.244
"TCGA.59.2348.01"	0	0	0.515	0.515	0	0	0	0	-0.653	-0.653	0.454	-0.653	0	0	-0.726	0.565	0	0	0.517	0	0.287	-1.293	0.502	0.502	0	-1.291	-0.664	0	0	-0.654	-0.654	0	0	0.435	0.435	0	1.285	-0.63	-0.694	-0.114	0.318
"TCGA.59.2349.01"	0	0	0	0	0	0	0	0	0	0	0	0	1.069	1.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.59.2350.01"	0	0	0	0	0	0.712	-0.971	-0.971	0	0	-0.979	-0.979	0	0	-0.957	0	0	0	0	0	-0.975	0	0	0	-0.767	0	-0.968	-0.957	-0.957	-0.96	0	-0.958	-0.958	0	0	0	0	0	-0.962	-0.323	-0.323
"TCGA.59.2351.01"	0.679	0.679	0	0	0	0.532	0	0	-0.106	-0.623	0.18	-0.671	0.437	0.734	-1.112	0	-0.675	-0.675	0	0	0.33	-0.192	0.792	0.472	-0.738	0	-0.644	0	0	-0.671	-0.671	-0.67	-0.251	-0.112	-0.112	0.714	0.714	0	-0.26	0	0
"TCGA.59.2352.01"	-0.307	0	0	0	0.689	0.375	-0.272	-0.272	-0.618	-0.618	0	0	-0.774	-0.313	-1.226	-0.328	-0.37	-0.37	0.672	0.672	-0.316	0	1.61	0.655	-0.837	0.521	0	-1.293	-1.293	0	0	0.262	0	0	0	0.579	0.579	0	-0.949	0	0
"TCGA.59.2354.01"	0	0	0	0	0	0	-0.935	0	-0.966	0	-0.939	0	-1.008	-1.008	0.81	1.767	0	0	0	0	0	0	0.873	0	-0.699	0	0	0	0	-0.94	0	-0.969	-0.969	-0.862	0	0	0	0	-0.945	-0.316	-0.316
"TCGA.59.2355.01"	-0.76	-0.264	0	0	0	0.821	-0.79	-0.79	0	0	-0.081	-0.8	0	0	-0.831	-0.831	-0.612	-0.612	0	0	0	0	0	0	0	0	0	-0.763	-0.763	-0.75	-0.75	0	0	0.746	-0.732	0	0	0	-0.783	0	0
"TCGA.59.2363.01"	0	0	0	0	-0.871	0	-0.902	-0.902	0.753	0	-0.9	-0.9	-0.848	-0.848	-0.763	0	-0.901	-0.901	0	0	0	0	0.867	-0.895	0	0	0	-0.885	-0.885	-0.87	0	-0.901	-0.901	0	0	0.786	0	0	-0.862	-0.317	-0.317
"TCGA.59.2372.01"	0	0.548	0.468	0	0	0	0	-0.463	0	0	-0.114	-0.582	0.543	0.543	0	0.551	-0.635	-0.635	0.807	0	-0.476	0	1.624	0.985	-0.599	-0.402	0	0.942	0.942	-0.544	-0.544	-0.626	-0.626	-0.605	-0.605	0.782	1.043	-0.618	-0.634	-0.259	0.487
"TCGA.59.A5PD.01"	-0.407	-0.407	0.533	0.533	0	0	-0.425	-0.425	0.024	-0.455	-0.429	-0.429	0	0	-0.371	0	-0.427	-0.427	0	0	-0.418	-0.418	-0.413	-0.413	-0.095	-0.427	0	-0.412	-0.412	-0.409	-0.409	0	-0.98	-0.405	-0.405	0.673	0.673	-0.431	-0.444	-0.376	-0.376
"TCGA.5X.AA5U.01"	0.483	0.941	0.972	0.972	0	1.147	1.036	-0.615	0.904	0	0.473	-0.577	0	0	0.446	0.446	2.509	-0.645	0	0	0	0	-0.184	0.422	0.419	-0.631	0	0	0	0	0	2.273	0	0.468	0	0.436	0.981	0	-0.643	0	0
"TCGA.61.1721.01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.61.1722.01"	0.467	0.467	0.113	0.481	-0.267	1.284	0	0	0	-0.479	1.378	0	0	0	-0.925	0	0	0	0	0	-0.307	0.364	1.098	0	-0.63	0	0	-0.463	-0.463	0	0.683	2.296	0	-0.298	1.511	1.598	1.598	0.486	0	0.73	0.73
"TCGA.61.1724.01"	0	0	0	0	0	1.149	0	0	-0.036	-0.994	-0.978	-0.978	-0.958	-0.958	0	1.034	0	0	-0.971	-0.971	-0.963	-0.963	0	0	-0.975	-0.954	-0.968	-0.985	-0.976	-0.983	-0.983	0	-0.976	0	0	0	0	0	0	-1.046	-1.046
"TCGA.61.1725.01"	0	0	0.867	0	0	0	0	-0.866	0.902	0.902	0	0	-0.937	0.625	0	0.891	0	0	0	0	-0.861	-0.861	0	0	-0.957	0	0	-0.903	-0.903	-0.855	-0.855	0	0	0	-0.825	0	0	0	-0.875	-0.319	-0.319
"TCGA.61.1727.01"	-0.607	-0.607	-0.594	0	0	0.443	0	0	-0.557	-0.557	-0.583	-0.583	0	0	-1.293	0.636	-0.576	0	0	-0.61	0	0	-1.256	-0.622	-0.582	-0.649	-0.172	0	-0.623	-1.23	0	-0.542	0	0	0	0.648	1	-0.617	1.232	-0.789	-0.789
"TCGA.61.1728.01"	0	0	0.274	0	0.312	0.312	0	0	-0.115	-0.564	-0.287	-0.287	0	0	-0.802	1.465	0	0	0.37	0	0	0	0.534	0	0	0	-0.542	-0.401	-0.401	-0.777	-0.777	0.309	0	0.884	0.283	3.657	3.657	0	-0.764	0	0
"TCGA.61.1730.01"	0.476	0.476	0.407	1.357	0	0	-0.754	-0.754	-0.255	-0.255	0.643	0	0.27	0.27	-0.528	0	-0.773	-0.773	0.323	0.323	0	0	3.657	3.657	-0.768	0	0.286	-0.774	-0.774	-0.286	-0.286	1.593	0	-0.78	0.216	0.254	0.254	-0.752	-0.79	0	0
"TCGA.61.1733.01"	0.955	0.955	0.94	0.277	-0.49	2.326	0.273	-0.189	0.685	-0.471	-1.2	-1.2	0	0	-0.48	-0.48	-0.473	-0.473	0	0	-0.474	-0.474	1.086	0.325	-0.457	-0.482	-0.489	0	-0.47	-0.416	-0.416	0.594	0.594	-0.423	-0.423	1.166	1.166	-0.471	-1.23	0	0
"TCGA.61.1734.01"	0	0.859	0	0.819	0	0	-0.954	-0.954	0	0	-0.962	-0.962	1.387	1.387	0	0	0	0.269	-0.94	-0.94	-0.919	-0.895	-0.262	-0.906	0	0	-0.31	-0.953	0	-0.911	-0.911	0	0	0	0	-0.45	-0.45	-0.454	0	-0.491	0
"TCGA.61.1736.01"	0	0	0	0	0	0.997	-1.008	-1.008	0	0	-0.978	-0.978	0	0	0	0.954	0	0	0	0	0	0	0	0	0	-0.963	0	-0.981	-0.981	-0.965	0	-1.006	-1.006	0	0	0	0	0	-0.969	-0.276	-0.276
"TCGA.61.1737.01"	0.974	0	0	0	0	0.788	-0.84	-0.911	0	0	1.53	-0.95	0	0.776	-0.973	1.035	0	0	-0.908	-0.908	0	0	0	0	-0.965	0	-0.877	-0.895	-0.895	-0.125	0.839	0	-0.904	0	0	-0.545	0	0	-0.972	-0.309	-0.309
"TCGA.61.1738.01"	0	0	0	0	0	0	-0.267	0	0	0	-0.273	-0.273	0	0	0	0	-0.432	0	-0.365	-0.365	-0.259	-0.259	-0.264	-0.264	-0.402	0	-0.898	0	0	-0.753	0	0	0	0	0	0	0	0	-0.703	0	0
"TCGA.61.1740.01"	0	0.266	0	0	0	0.302	-0.406	-0.827	0	0	-0.483	-0.823	-0.857	0	-0.855	0	-0.825	0	0	0	0	0	0	0	-0.603	0	-0.851	0	-0.852	-0.7	-0.7	0	0	-0.715	0	0	0	0	-0.571	0	-0.339
"TCGA.61.1741.01"	0.299	0.299	0	0	0	0	-0.263	-0.815	-0.271	0	0.528	0.528	0	0	-0.837	0	0.603	-0.789	0.864	0.287	0	0	0	0	0	-0.824	-0.792	-0.418	-0.418	-0.27	-0.27	-0.988	-0.425	-0.345	2.177	0	0.662	-0.28	-0.811	0.539	0.539
"TCGA.61.1743.01"	0	0.718	0	0.511	0	0	0	0	-0.912	-0.912	0.566	0.566	0.602	0.602	0.595	0.595	0.072	-0.545	-0.946	-0.946	0	-0.888	0.286	0	-0.582	-0.341	0	0	0	-0.931	-0.931	-0.578	-0.227	0	0	0.608	0.608	0.284	-0.462	-0.31	-0.31
