"1p"	"1q"	"2p"	"2q"	"3p"	"3q"	"4p"	"4q"	"5p"	"5q"	"6p"	"6q"	"7p"	"7q"	"8p"	"8q"	"9p"	"9q"	"10p"	"10q"	"11p"	"11q"	"12p"	"12q"	"13q"	"14q"	"15q"	"16p"	"16q"	"17p"	"17q"	"18p"	"18q"	"19p"	"19q"	"20p"	"20q"	"21q"	"22q"	"Xp"	"Xq"
"TCGA.13.1491.01"	0	0	0	0	0	0.754	-0.888	-0.888	-0.904	-0.904	-0.84	-0.84	0	0	-0.869	0	-0.884	-0.884	0	0	0	0	0	-0.888	0	-0.879	-0.883	-0.883	-0.883	-0.858	-0.858	0.819	0	0.863	-0.835	0	0	0	-0.868	-0.352	-0.352
"TCGA.13.1492.01"	0	0	0	0	-0.881	-0.881	-0.871	-0.871	1.97	1.101	0	0	0	0	0	0	0	0	0.732	-0.141	0	0	0	0	-0.899	0	0	0	-0.931	-0.975	-0.975	0	0	-0.341	0.62	0.753	0.753	0	-0.979	-0.276	-0.276
"TCGA.13.1494.01"	0	0	-0.753	-0.753	0	0.799	0	0	0	-0.911	0.734	-0.925	0	0	-0.911	0.875	-0.925	0	0	0	-0.887	-0.887	-0.92	0	-0.915	0	-0.883	-0.919	-0.919	-0.842	-0.842	0	0	0	-0.789	-0.846	-0.846	-0.9	-0.894	-0.804	-0.804
"TCGA.13.1495.01"	0.719	0.719	0	0	0.9	0.9	-0.908	-0.908	0	0	-0.411	-0.411	0	0	-0.903	0	-0.356	-0.892	0	0	-0.375	-0.375	1.019	0	-0.925	0	-0.909	-0.804	-0.804	-0.386	0.319	-0.349	-0.349	0	0	-0.325	-0.325	-0.464	-0.911	-0.343	-0.343
"TCGA.13.1496.01"	0.715	0	0	0.44	0	1.415	0.525	0	0.299	-0.631	0.646	0.646	0.51	0.51	-0.643	0	0	0	0.493	0.493	0	0	0.49	0.49	0	-0.619	-0.636	-0.606	-0.606	-0.587	0	0	0	-0.578	-0.578	0	0	0.516	-0.58	0	0
"TCGA.13.1497.01"	0	0	0	0	0	0.588	0	-1.293	-0.553	-0.553	0.251	-0.296	-0.536	0	0.348	0.348	0.504	0	0.771	-1.236	0.511	0.511	-0.307	-0.307	-0.366	-0.338	0	-1.189	-0.594	-0.63	-0.63	0.679	0.679	0	0	0.921	0	-0.536	-0.484	0.81	-0.761
"TCGA.13.1498.01"	0	0	0	0	0	0	-0.908	0	0.568	0.568	0	0	0.842	0	-0.966	0	-0.882	-0.841	0	0	0	0	0	0	0	-0.765	0	0	-0.785	-0.866	0	-0.914	-0.914	-0.917	-0.917	0	0.856	0	-0.937	0	0
"TCGA.13.1499.01"	0	0	0	0	-0.136	0.329	0.163	-0.523	0	-0.499	-0.12	0.226	-0.478	-0.478	-0.557	0	0	-0.477	0.668	0	0	0	1.313	0.605	-0.488	-0.423	-0.523	-0.552	-0.552	-0.496	-0.496	0	-1.221	-0.498	-0.498	0.738	0.738	0	-0.456	0.716	0
"TCGA.13.1500.01"	0	0	0	0	0	0	-0.954	-0.954	0	0	0	0	0	0	-0.976	1.679	0	-0.846	-0.778	0	-1.004	0	0	0	-0.524	0	0	-0.964	-0.964	-0.602	-0.602	0	-0.997	0	0	0	0.738	0.943	-0.978	0	0
"TCGA.13.1501.01"	0	0	-0.028	0.466	0	0	-0.934	-0.934	1.65	0	-0.901	-0.901	0	0	-0.935	3.657	0	0	0	0	0	1.477	0.771	-0.879	-0.952	0	0	0	-0.906	-0.853	-0.853	-0.92	0	0	0	0	0.653	-0.27	0	0	0
"TCGA.13.1504.01"	0.373	0.373	0	0	-0.076	0.377	-0.455	-0.455	1.057	0.141	0	0.265	0.766	0.766	-0.26	0.322	0	-0.512	0.273	0.273	0	0	2.633	0	-0.967	-0.505	0	0	-0.993	-0.785	-0.785	0	0	-0.068	0.303	0.759	0.759	0.762	-0.561	-0.298	0.258
"TCGA.13.1505.01"	0	0	0.45	0.45	0	0	0	0	0.283	-0.578	-0.344	-0.344	0	0	-1.012	0.862	0.417	0.417	0	0	-0.531	-0.531	0.798	0.798	-0.881	-0.368	-0.264	-0.85	-0.85	-0.621	-0.621	0	-1.13	0	-0.563	0.471	0.471	0.742	-1.293	-0.507	0.531
"TCGA.13.1506.01"	0.482	0.482	0.545	0	0	0.467	0	0	0.58	0	-0.64	-0.64	0	0	0.511	0.511	0	0	0	0	0	0.546	2.216	0.353	0.284	0	-0.658	0	-0.623	-0.621	-0.621	-1.293	-1.293	1.909	1.909	0.823	0.823	0.421	-0.639	0	0
"TCGA.13.1507.01"	0	0	0	0	0.634	0.634	0	0	0.444	0	0	0	0	0	-0.569	0.719	1.072	0.26	-0.624	-0.624	-0.569	0	-0.579	-0.579	0	-0.581	-0.556	-0.542	-0.542	0	0	0.315	0.315	-0.429	0	0.643	0.643	-0.551	-0.474	0.757	-0.491
"TCGA.13.1509.01"	0	0	0	0	0	0.454	-0.923	-0.923	0	0	0	0	0.703	0.703	-0.925	0	-0.871	-0.871	0	0	0	0	0	0	-0.927	0	0	-0.895	-0.895	-0.909	-0.909	0	-0.888	0.778	0	0	0	0	-0.893	-0.278	-0.278
"TCGA.13.1510.01"	0	0	0	0	0	0	0	0	0	0	0.595	0	0.499	0	-0.926	-0.926	0	0	0	0	0	0	0	0	-0.912	-0.913	-0.906	0.284	0.553	-0.832	-0.832	0.703	0.703	0.835	-0.853	0	0	0	0	0	0
"TCGA.13.1511.01"	0	0	0	0.775	0	0	-0.971	-0.971	0	0	0	0	0	0	0	0	0.832	0	0	0	0	0	0	0	-0.968	0	0	-0.982	-0.982	-0.95	-0.95	0	0	0	0	0	0	0	0	0	0
"TCGA.13.1512.01"	0.651	0.651	0	0	-0.8	-0.8	-0.849	-0.849	1.022	0.728	-0.853	-0.853	0	0	0	1.462	-0.859	0	0.729	-0.844	-0.872	-0.872	-0.853	-0.853	0	0	0	-0.857	-0.857	0	0	0	-0.87	0	0	0	0	0	-0.864	-0.284	-0.284
"TCGA.13.1817.01"	-0.667	2.536	0.418	0.418	-0.694	1.57	-0.644	-0.644	-0.63	-0.63	0.497	-0.154	0.502	0.502	0.483	0.483	0.488	0.488	-0.176	0.505	0.397	0.397	-0.659	-0.659	-0.643	-0.662	0.476	-0.677	-0.677	-0.66	-0.66	-0.133	-0.133	0.023	-0.571	0.464	0.464	-0.673	-0.7	0	0
"TCGA.13.1819.01"	0	0	0	0	0	0	0	-0.882	0.809	0	0.801	-0.835	-0.912	0.915	-0.092	0.774	0.865	0	0	0	-0.823	0.686	0	0	-0.891	0	-0.886	-0.876	-0.876	0	0	0	-0.889	0	0	0	0.623	0	0	0	0
"TCGA.13.2057.01"	0	0	1.059	0.651	-0.5	1.386	0	0	-0.595	-0.595	0.987	0.987	0	0	0.46	0	-0.403	0	-0.285	-0.285	-0.035	0.319	3.657	3.657	0	0.706	0	-0.443	-0.443	0.74	0.326	-0.172	-0.618	1.014	0	1.114	1.114	0	-0.497	0.301	0.301
"TCGA.13.2059.01"	0	0	0	0	0	0	-0.556	-1.293	-1.293	-1.293	-1.293	-1.293	0.514	0.514	-1.293	0	0.982	0	0.348	0	-1.293	0	1.619	-1.293	-0.597	0.035	0.491	0.491	0.491	0	-0.527	0.803	-0.604	-0.678	-0.678	-0.226	-0.628	1.08	-1.293	-0.365	-0.365
"TCGA.13.2060.01"	0	0	0.521	0.521	-0.678	0.568	0.501	0.501	-0.725	-0.725	0.695	0	0	1.209	0.13	0.858	-0.688	-0.688	1.518	0	-0.427	-0.427	0.549	0.549	0	-0.63	0	0	-0.628	0.591	0.591	2.373	2.373	-0.654	-0.654	0	0.582	0	-0.693	-0.038	0.553
"TCGA.13.2061.01"	0	0	0	0	0	0	-0.481	-0.481	0	0	1.11	0.335	-0.456	-0.014	-0.474	-0.474	-0.478	-0.478	0.684	0.401	0	0	-0.166	0.279	-0.465	-0.465	0	-0.171	-0.509	-0.405	-0.405	-0.466	-0.466	-0.236	-0.236	1.101	0.374	-0.469	0.577	-1.293	-1.293
"TCGA.13.2065.01"	0.794	0	0	0	0	0.626	-1.293	-1.293	0	0	0.933	0	0	0	-1.282	-0.672	-0.697	-0.697	-0.281	-0.281	-0.695	-0.695	0	0	-0.716	-0.729	0.434	-0.637	-1.197	-0.683	-0.683	-0.675	-0.675	0	-0.586	0.356	0.356	0.25	-0.646	0.028	0.028
"TCGA.13.2071.01"	0	0	0.672	0	0.272	0.852	0	0	0	0	0	0	0	0	-0.657	0.297	0	0	0	0	0	0	1.446	0	-0.789	-0.629	0	0	0	-0.952	-0.952	-0.912	-0.912	0	0	-0.643	0	0	-0.858	0.256	-0.187
"TCGA.13.A5FT.01"	0	0	0	0	0	0.534	-0.789	-0.789	0	0	0	0	0	0	-0.812	-0.812	-0.773	-0.773	0	0	0	0	0	0	0	0	0	-0.81	-0.81	-0.814	0	0	0	0	0	0	0	0	-0.837	0	0
"TCGA.13.A5FU.01"	0.275	0	0.336	0.336	0	0	0.316	0.316	0.29	0.29	-0.449	-0.449	0.528	0.528	-0.429	0	0	0	0	0	-0.457	-0.088	0.307	0	-0.385	-0.323	0	0	-0.823	-0.283	0.272	0	0	0	0	0.631	0.631	0	-0.411	-0.299	0
"TCGA.20.0987.01"	0.928	0.46	0	0	0	0	0	0	0	0	0	0	0.308	0.308	0.026	1.067	0	0	0.925	0	0	0	-1.02	-1.02	0	0	0	0	-1.031	-0.726	-0.726	0.078	-0.494	0.293	0.293	0	0	0	0	-1.199	0.687
"TCGA.20.0990.01"	0.312	0	0	0	0	1.653	-0.602	-0.602	-0.606	-1.293	0.569	-0.659	0	0	-1.293	0	0.686	-0.641	0	0	-0.573	0	0	0	0	0	-0.621	-0.589	-0.589	-0.644	-0.644	-0.61	-0.61	2.723	2.088	0.62	0.62	0.588	-0.609	0	0
"TCGA.20.0991.01"	3.657	3.657	0	0	0.302	0.302	-0.348	0	0	-0.359	0	0	0.488	0.488	-1.145	1.948	0	0	0	0	-0.345	-0.793	0	0	-0.871	0	-0.287	0	-0.711	-0.851	-0.851	0	0	0.612	0.612	0.575	0.575	1.03	-0.876	-0.731	0
"TCGA.20.0996.01"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"TCGA.20.1682.01"	-0.828	-0.828	-0.649	-0.903	0	0.964	-0.926	-0.926	1.826	-0.368	0	0	0	0	0	0	-0.2	-0.683	0	0	0	0	1.191	0.284	-0.918	0	-0.745	0	-0.912	-0.854	-0.854	-0.905	-0.905	0	-0.822	-0.925	0	-0.675	-0.854	-0.581	0.45
"TCGA.20.1683.01"	0	1.39	0	0	0.559	1.179	-0.602	-0.602	-0.604	0	-0.705	-0.705	0	-0.322	0.733	1.349	0.455	0.455	1.137	0	-0.579	-1.293	-0.644	0	0	-0.588	-1.293	-0.66	-0.66	0.56	0	-0.603	-0.603	0	0	0	0	0.591	-0.631	-0.447	0.29
"TCGA.20.1684.01"	0	0.496	0	0	0	0	0	0	0	-0.622	0	0	0	0	-0.59	-0.59	-0.593	-0.593	-0.615	0	0	0	0	0	-0.605	-0.598	-0.626	0	0	-0.573	-0.573	-0.603	-0.603	0	0	0	0	-0.571	-0.605	-0.263	-0.263
"TCGA.20.1685.01"	0.529	0	0	0	0	0	-0.704	-0.704	0.667	0	0.668	0	-0.603	0	0	0.978	-0.525	0	0.364	0.364	-0.53	0.466	0.318	0.321	-0.325	0	0.779	0	-0.453	-0.677	-0.677	0	-1.235	0	0	0.421	0.421	0	-0.665	0	0
"TCGA.20.1686.01"	0	0	0.478	0	0.433	0.433	-0.267	-0.907	0.493	-1.293	0.432	-0.315	0.393	0.393	-1.293	-0.827	0.591	-0.061	-0.049	-0.757	-0.642	-0.07	0.486	0.486	0	0	0.41	-0.726	-0.726	-0.58	-0.58	0.863	-0.858	2.295	0	0	0	-0.725	0	-0.327	0.268
"TCGA.20.1687.01"	-0.374	0	0	0	0	0	-0.409	-0.409	0	0.963	0	-0.641	0	0	1.105	1.105	0	0	0	0	-0.812	0.195	0.524	-1.293	0	-0.969	0	-0.95	-1.225	-0.933	-0.933	-0.339	-0.339	0	-0.315	-0.502	0	-0.434	-0.389	-0.362	0.479
"TCGA.23.1021.01"	0	0	0.605	0.605	0	0.749	-0.647	-0.647	0.668	0	-0.657	-0.657	0.618	0.645	-0.657	-0.657	-0.303	-0.622	1.655	1.208	0.668	0.668	0.671	0.671	-0.621	0	0.782	0.505	0.505	-0.671	-0.671	-0.662	-0.662	0.126	-0.57	0.67	0.67	0	-0.671	0	0
"TCGA.23.1022.01"	-0.574	-0.574	0	0	0	0	-1.231	-1.231	-0.587	-0.587	0	0	0	0.782	-0.546	1.227	-0.569	-0.569	1.049	0.515	-0.549	0.634	-0.489	0	1.166	0	-0.584	-0.617	-1.237	0	0	0.59	0	0.264	0.593	0.588	0.947	-0.569	-0.588	-0.783	-0.783
"TCGA.23.1023.01"	0	0	0	0	0	0	0	0	0	0	0.934	0	0.957	0	0.967	2.731	0	0	0	0	0	0	0	0	-0.979	0	0	0	-1.01	-0.971	0	0	-1.003	0	0	0	0	0	0	0	0
"TCGA.23.1024.01"	-0.533	0.865	1.002	0.56	-0.659	-0.109	0	0	0.997	0	-0.595	-0.595	0.583	0.583	-0.595	0	0.608	0	0.573	0	0.547	0.547	1.324	0	-1.293	-0.661	0	-0.588	0.502	-0.752	-0.752	0	0	1.19	-0.756	3.418	2.476	0	-0.757	0	0
"TCGA.23.1026.01"	0	0	0	0	0	0	0.618	0	0.911	0	0	0	0	0	0	1.751	1.238	0	0	0	0.561	0	0	0	0	0	0	0	0	-0.896	-0.896	0	0	0	0	0	0	0	0	0	0
"TCGA.23.1027.01"	0	0	0	0	0	0	0	-0.857	0	-0.98	0	-0.971	-0.959	0	-0.934	-0.934	-0.973	0	0	0	-0.982	1.774	0.858	0	-0.955	-0.978	0	0	-0.978	-0.895	0	-0.974	-0.974	-0.966	0	0	0	0	-1.035	-0.251	-0.251
"TCGA.23.1028.01"	-0.916	0	0	0	0	0.856	-0.974	-0.974	0.66	-0.885	0	-0.964	0	0	-1.019	0	0	-0.719	0	0	0	0	-0.941	0	-0.259	-0.893	0	-1.035	-1.035	-1.029	-1.029	0	-0.985	0	0	-0.861	-0.861	0	-1.02	-1.141	-0.282
"TCGA.23.1029.01"	0	0	0.808	0	0	0.562	-0.977	-0.977	0.421	-0.998	0	0	0	0	0.385	1.405	0	-0.969	0	0	0.819	0.819	0	0	-0.981	0	0	0	-0.996	-0.982	-0.982	0	0	0	0	0	0	0	-0.963	0	0
"TCGA.23.1030.01"	0	1.117	0	0	0	0	-0.618	-0.618	0	-0.64	0.602	-0.625	0	0	0	0	-0.626	-0.626	0	0	0.565	1.014	0	0	0	-0.573	-0.621	-0.53	-0.53	-0.603	0	0	-0.595	-0.508	-0.508	1.447	0	-0.635	-0.634	0	0
"TCGA.23.1031.01"	0.597	0.597	0	0	-0.319	0.775	-1.293	-1.293	-0.321	-0.321	0.495	0	0	1.696	-0.627	0.54	-0.65	-0.65	0.626	0	-0.06	0.448	0	0	-0.543	-0.62	-0.271	-0.416	-0.416	-0.491	-0.491	0	0	0	0	0.467	0.467	0	-0.642	-0.159	0.386
"TCGA.23.1032.01"	0	0	0	0	-0.386	0.158	-0.386	-0.386	0.125	-0.401	0	-0.389	0.535	0.535	0	-0.497	0.685	0	0	-0.891	0	0	0.45	0.45	-0.42	0	-0.911	-0.941	-0.941	-0.479	-0.479	-0.006	-0.943	-0.498	-0.498	0.536	0.536	-1.293	-0.899	-0.457	-0.457
"TCGA.23.1109.01"	0	-0.564	0	0	0.604	1.7	0	0	-1.293	-1.293	0.024	-0.644	-0.639	0	1.098	1.401	0	0	0	0	0.602	0.602	0	0	0.476	-0.621	-0.712	-0.615	-0.615	-0.593	0	0	0	0.524	0	0.578	0.578	0	-0.604	-0.729	0.514
"TCGA.23.1110.01"	0	0	0	0	0.361	0.361	0	-0.59	0	-0.466	0.594	0.594	-0.649	0	0.468	0.468	1.21	0	1.207	0.62	-0.673	0	-0.574	0	0	-0.66	-0.675	1.172	0	-0.677	0	0.488	0	0	0.352	0.578	2.299	0	-0.714	0.557	0.221
"TCGA.23.1111.01"	0	0	0	0.46	0	0	-0.542	-0.542	0.511	0.511	0	0.477	1.04	1.04	0.866	0.498	0	-0.487	0	-0.53	0.482	0.482	0.438	0.438	0	-0.611	0	-0.875	-0.875	-0.524	-0.524	-0.521	-0.521	1.014	1.014	1.064	1.064	0	0	-0.556	0
"TCGA.23.1113.01"	0	0	0	0	0	0	-0.969	-0.969	0	-0.975	-0.989	-0.989	0	0	0	0	0	0	0	0	-0.976	-0.976	0	0	0	0	-0.971	-0.973	-0.973	-0.975	-0.975	-0.969	-0.969	0	0	0	0	-0.98	-0.97	-0.405	-0.405
"TCGA.23.1114.01"	0	0.675	0.416	0.416	-0.426	1.174	1.238	-0.675	-0.396	-0.717	0.435	0.435	0	0	-0.982	0	-0.552	-0.552	-0.078	-0.465	-0.449	-0.449	1.95	0	-1.293	-0.595	-0.576	-1.03	-1.03	0.64	0.64	1.128	1.128	0	0	0.928	0.928	-0.569	-0.447	0.588	0.588
"TCGA.23.1116.01"	0	0	-0.027	-0.662	0.354	0.354	-0.703	-0.703	0.638	0	0.292	0	1.14	0	-1.293	3.08	0	-0.484	0.744	0	0.466	0	0.875	0.875	-0.261	-0.149	-0.643	-0.478	-0.478	-0.626	0	-0.69	-0.69	3.657	3.657	0	0.831	1.167	-0.656	0	0
"TCGA.23.1117.01"	0.529	0	0	0	0.825	1.114	-0.664	-0.664	0	0.497	0.469	0	0.275	0	0	0.922	0	0	0	0	0	0	-0.702	-0.702	-0.621	-0.582	0	-0.448	-0.448	-0.648	0	-0.694	-0.694	0.68	0.68	0	0.532	0	-0.637	0	0
"TCGA.23.1118.01"	0	0	0	0	0	0.844	-0.805	-0.805	-0.192	-0.866	-0.859	-0.859	0	0	-0.855	0	0	0	0.827	0	0	0	0.46	0	-0.869	-0.444	0	-0.833	-0.833	-0.756	-0.466	-0.835	-0.835	0	0	-0.324	-0.871	-0.884	0	0	0
"TCGA.23.1119.01"	0.291	0.291	0	0	0	1.074	-0.76	-0.76	0.09	-0.666	0.158	-0.288	-0.171	0.254	0.006	1.733	-0.74	-0.74	-0.548	-0.548	0	0	0	0	-0.902	-0.563	-0.535	-0.525	-0.965	-0.617	0.312	0	-0.822	0	0	-0.53	0	0	-0.6	0	0
"TCGA.23.1120.01"	0	0	0	0	0	0	0	0	0	0	0	-0.877	0	0	-0.903	0	0	0	0	0	0	0	-1.293	-1.293	0	0	0	-0.91	-0.91	-0.833	-0.833	0	-0.924	-0.785	-0.785	0	0	0	0	-1.293	-1.293
"TCGA.23.1121.01"	0	0	0.852	0.852	0	0	0	0	2.42	0	1.409	0	0.795	0.795	-0.091	0.872	0.764	0	-0.954	-0.954	0.617	0	0	0	-0.355	0	0	-0.62	-1.293	-0.914	0	0.83	0	0.764	0.764	0.8	0.8	0.974	0	0	0
"TCGA.23.1122.01"	0	0	0	0	0	0.85	-0.563	-0.563	-0.028	-0.845	-0.043	-0.043	-0.538	0	0	0	0	0	0.351	0.351	-0.424	-0.424	0	0	-0.495	-0.421	-0.451	-0.811	-0.811	-0.801	-0.488	-0.493	-0.493	-0.393	0	0.318	0.318	0	-0.607	0.022	-0.284
"TCGA.23.1123.01"	0	0	0	0	0	0.631	-0.58	-0.58	-1.293	-1.293	-0.625	-0.625	0	0	-0.597	0.034	-0.623	-0.623	0.627	0.627	0	0	0	0	-0.702	-0.664	-0.646	-0.653	-0.653	-0.638	-0.638	3.657	3.004	0.501	-0.643	3.657	3.657	0.548	-1.293	0	0
"TCGA.23.1124.01"	1.262	1.262	0	0	0	0.521	0.863	0	0	-0.602	0.686	0.686	0.575	0.575	-0.746	0.547	-0.576	-0.667	0.545	0.545	0	0.884	0.756	0	-0.475	0	0	0.423	0.423	-0.693	-0.171	0.731	-0.433	0.396	-0.672	1.175	1.175	-1.293	0	0.808	0
"TCGA.23.1809.01"	0.65	0.65	0.609	0.609	0	3.657	0	0	1.436	0	0.587	0.587	0.52	0.52	-1.293	-1.293	1.242	0.463	0	0	0	0	0.685	0.685	-0.263	0.685	-0.691	0.648	0	0	0	2.502	0.432	0.827	1.615	1.312	1.312	0	0	0.796	0.796
"TCGA.23.2072.01"	0.349	0.349	0.28	0.28	0.26	0.26	-0.452	-0.452	-0.518	-0.518	-0.478	-0.478	1.023	1.023	-0.077	0.982	0.719	-0.412	-0.773	-0.773	0.295	0.295	-0.419	-0.133	0.987	-0.415	-0.017	-0.392	-0.392	-1.293	-1.293	-0.48	-0.48	-0.304	-0.304	0.707	-0.368	-0.454	-1.293	0	0
"TCGA.23.2077.01"	0.726	1.067	0	0	0.327	0.327	-1.293	-1.293	-0.702	-0.999	0.561	0	0	0	-0.894	0.398	0.492	-0.423	0.599	0.275	-0.914	-0.914	0	-0.684	-0.711	-0.675	-1.03	0	0	-0.61	-0.61	0.488	0.488	0.256	0.256	0.269	0.269	-0.103	0.702	-0.19	0.371
"TCGA.23.2078.01"	0	0	0.749	0	0	0	0	0	0	0	-0.993	-0.993	-0.672	0	0	0.989	0	0	-0.966	0	0	0	0	0	0	0	0	-0.889	-0.889	-0.917	0	0	-0.991	0	0	0.84	0	0.356	-0.919	0	0
"TCGA.23.2079.01"	0.299	0	0.458	0	0.88	1.919	0.978	0	0.781	0.781	3.657	2.67	0.918	0.918	0.658	1.631	0	0	0	0	0	0	0.931	0	0	0	0.639	0.951	-0.954	0	0	-0.962	-0.962	0	-0.912	0	0.822	0.949	0	-0.409	0.528
"TCGA.23.2081.01"	0	0	0	0	0	0	0	-0.962	0	0	0	0	0	0.383	0	0.889	-0.962	0	0	0	0	0	0	0	-0.98	-0.596	0	0	-0.971	-0.96	-0.625	0	-0.972	0	0	0	0	0	-0.976	-0.43	0.395
"TCGA.23.2084.01"	0.871	0	0	0	0	0.641	-0.666	-0.666	0.642	-0.633	0	-0.593	-0.751	-0.107	0	1.975	0.628	0.628	0	0	1.215	0.596	0	0	-0.71	0	-0.715	0	0	-0.679	-0.679	-0.703	-0.703	0	0.578	0.533	0.533	0.648	-0.763	0.267	-0.193
"TCGA.23.2641.01"	0	0	0	0	0	0.809	-0.908	-0.908	0.319	0	0	0	-0.901	0.735	-0.795	0	0	-0.899	0	-0.816	0	0	0	0	-0.903	0	-0.913	0	-0.883	-0.904	-0.904	-0.896	-0.896	0	0	0	0	0	-0.937	-0.282	-0.282
"TCGA.23.2643.01"	-1.293	-0.696	0.451	0.451	0	0	-0.604	-0.604	0.221	-0.54	-0.264	-0.264	0	0	-0.944	0.185	-0.544	-0.544	0.331	0.629	-0.527	-0.558	1.801	0.576	-0.536	-1.251	0	0	-0.524	-0.558	-0.558	-0.475	-0.475	-0.292	-0.572	0.761	0.761	1.151	-0.569	0	0
"TCGA.23.2645.01"	-0.568	-0.568	1.191	0	0	0.996	0.705	0.705	0.461	0.461	0	0	0	-1.293	-0.593	0.735	-0.298	0	0	0	0.584	0.584	1.856	0	-0.532	0	-0.515	-0.573	-0.573	-0.475	-0.475	0	0	0	0	0.211	0.72	0	-0.516	0	0
"TCGA.24.0966.01"	0	0	0	0	0	0	0	0	0	0	-1.079	-1.079	0	1.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.979	-0.965	0	-1.032	-1.032	-0.609	-0.942	0	0	0	-1.002	0	0
"TCGA.24.0968.01"	0	0.275	0	0	-0.735	1.423	0.025	0.324	0.293	0.293	0	0	0	0.873	-0.957	0	0.212	-0.803	0	0	-0.439	-0.439	0	0	0	-0.752	-0.775	0	-0.717	-0.582	-0.582	-0.251	0.789	-0.78	-0.78	0	0	-0.539	-0.304	0	0
"TCGA.24.0970.01"	0	0	0.795	0	-0.86	0.99	-1.293	-1.293	-0.252	-0.252	-0.87	-0.87	0	0	0	0	0	0	0	0	-0.891	-0.891	0	0	0.588	-0.886	0	-0.866	-0.866	-0.938	-0.938	-0.848	-0.848	0.499	0	0	0	0	-0.931	-0.284	-0.284
"TCGA.24.0975.01"	0	0	0	0	0	0	-0.978	-0.978	0.844	0	-0.938	-0.938	0	0	-0.958	1.113	0	-0.922	0	0	-0.946	0	0	0	0	-0.95	0	-0.938	-0.938	-0.925	0	0	0	0	0	-0.967	0.03	-0.954	-0.895	-0.89	0
"TCGA.24.0979.01"	0	0	0	0	0.725	0.725	-0.76	-0.76	0.521	0	0	0	0	0	-1.293	2.318	0.769	-0.645	-0.561	-0.561	0	-0.677	-0.638	0	0	-0.676	-0.686	-1.293	-1.293	-1.293	-0.631	-0.366	-0.366	0.205	-0.536	0	0	0.672	-0.564	-1.015	0
"TCGA.24.0980.01"	0	0	0	0	0	0	0	0	0	0	0	-1.003	0.945	0	-1.004	-1.004	0.95	0	0	0	0	0	0	-0.976	-0.989	0	0	0	0	-0.952	-0.692	0	0	0	-0.926	0	0	0	0	-1.293	0.117
"TCGA.24.0982.01"	-0.536	0.023	0	0	0.575	0.575	-0.556	-0.556	1.549	0	0.111	-0.572	-0.511	-0.511	-1.293	-0.427	-0.555	-0.555	0.257	0	0	-0.504	0.355	-0.415	0	-0.536	-0.558	-0.394	-0.394	-0.551	-0.551	-0.55	-0.55	3.657	-0.534	0	1.498	0	-0.58	0	0
"TCGA.24.1103.01"	-0.92	-0.92	0	0	0	0	-0.914	-0.914	0	0	0	-0.891	-0.877	0.685	-0.031	0.9	0	0	0	0	0	0.844	0	0	-0.928	0.721	-0.943	0	-0.824	-0.967	-0.967	0	0	0	0	0	0.72	-0.934	0	0	0
"TCGA.24.1104.01"	0.752	0.752	0	0	0	0.727	0	0	0	0	0	0	-0.07	1.984	-0.951	0	0	0	-0.883	-0.883	0	0	0	-0.418	-0.933	0	-0.929	-0.928	-0.928	-0.912	-0.912	-0.933	-0.933	0	0	0	0.863	0.291	-0.941	-0.794	0
"TCGA.24.1105.01"	-0.303	-0.303	0	0	0	0	-0.354	-0.354	0	0	0	-0.904	-0.394	0	-0.873	3.657	-1.293	-1.293	0	0	-0.862	-0.862	-0.335	-0.335	-0.874	-0.37	-0.337	-0.832	-0.832	-1.293	-1.293	0	-0.373	0	0	0	0	-0.338	-0.782	-0.259	-0.259
"TCGA.24.1413.01"	0	1.26	-0.291	-0.291	0	0	-1.069	-1.069	0	0	0	0	0	0	-1.101	-1.101	-0.266	-1.083	0	0	-1.088	0	0	0	-1.07	0	0	0	-1.102	-1.109	-1.109	-0.655	-0.655	-0.092	-1.09	0	0	-1.041	-1.102	-0.341	-0.341
"TCGA.24.1416.01"	0	0	0	0	0	0	0	-0.974	0	0	-0.978	-0.978	0	0	-0.987	-0.128	0	0	-0.52	-0.52	0	0	0	0	0	0	0	-0.709	-0.709	-0.97	-0.97	-0.956	-0.956	1.81	0	0	0	0	-0.97	0	0
"TCGA.24.1417.01"	0.726	0	0.321	0	-0.555	0.037	-0.571	0	0.558	0.558	0.52	-0.04	-0.596	-0.596	-0.546	0.38	2.012	-0.574	0.875	0	-0.683	-0.683	0	0	-0.575	0.262	-0.583	0	-0.541	-0.566	0	-0.281	-0.281	0.514	0.514	-0.523	0.652	0	-0.514	0	0
"TCGA.24.1418.01"	0.258	0.258	0	0	0	0.96	-0.644	-0.644	0.576	0	0	0	0.361	0.361	0.427	0.427	0	0	0.498	0	-0.689	-0.536	0.567	0.567	0.488	0	-0.716	-0.621	-1.29	-0.683	-0.683	0.633	-0.592	-0.696	1.301	0	0.637	-0.598	-0.642	0	0
