# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
P-0002890-T01-IM3	-0.610000	1.022000
P-0002905-T01-IM3	-0.566000	0.936000
P-0002912-T01-IM3	-0.250000	1.407000
P-0002917-T01-IM3	-0.780000	0.715000
P-0002921-T01-IM3	-0.570000	0.250000
P-0002965-T01-IM3	-0.501000	1.063000
P-0002969-T01-IM3	-0.250000	0.779000
P-0003017-T01-IM3	-0.519000	0.250000
P-0003034-T01-IM5	-0.862000	0.842000
P-0003119-T01-IM5	-0.529000	1.033000
P-0003132-T01-IM5	-0.682000	1.132000
P-0003157-T01-IM5	-0.250000	0.250000
P-0003229-T01-IM5	-0.250000	0.630000
P-0003275-T01-IM5	-0.250000	0.250000
P-0003322-T01-IM5	-0.250000	0.606000
P-0003347-T01-IM5	-0.642000	1.415000
P-0003368-T01-IM5	-0.250000	0.250000
P-0003495-T01-IM5	-0.567000	0.250000
P-0003562-T02-IM5	-0.820000	2.244000
P-0003584-T01-IM5	-0.250000	0.619000
P-0003735-T01-IM5	-0.250000	0.250000
P-0003738-T02-IM5	-0.250000	0.250000
P-0003782-T01-IM5	-0.250000	0.250000
P-0003869-T01-IM5	-0.667000	1.195000
P-0003913-T01-IM3	-0.918000	1.942000
P-0003964-T01-IM3	-0.626000	0.607000
P-0003970-T02-IM5	-0.250000	0.666000
P-0004020-T01-IM5	-0.250000	0.775000
P-0004054-T01-IM5	-0.883000	0.855000
P-0004232-T01-IM5	-0.718000	1.389000
P-0004279-T01-IM5	-0.776000	1.718000
P-0004436-T01-IM5	-0.737000	0.900000
P-0004442-T01-IM5	-0.528000	1.101000
P-0004463-T01-IM5	-0.757000	1.135000
P-0004472-T01-IM5	-0.628000	1.438000
P-0004495-T01-IM5	-0.250000	0.250000
P-0004517-T01-IM5	-1.026000	1.153000
P-0004588-T01-IM5	-0.250000	0.250000
P-0004701-T01-IM5	-0.656000	0.847000
P-0004752-T01-IM5	-0.250000	0.250000
P-0004759-T01-IM5	-0.746000	1.316000
P-0004827-T01-IM5	-0.250000	0.250000
P-0004890-T01-IM5	-0.750000	1.364000
P-0004961-T02-IM5	-0.621000	0.571000
P-0004996-T02-IM5	-1.007000	1.143000
P-0005048-T01-IM5	-0.250000	0.250000
P-0005115-T01-IM5	-0.993000	1.035000
P-0005289-T01-IM5	-0.662000	1.020000
P-0005295-T01-IM5	-0.250000	0.250000
P-0005320-T01-IM5	-0.250000	0.250000
P-0005510-T01-IM5	-0.549000	0.630000
P-0005629-T02-IM5	-0.250000	0.659000
P-0005721-T01-IM5	-0.250000	0.524000
P-0005752-T01-IM5	-0.250000	0.847000
P-0005792-T01-IM5	-1.160000	1.168000
P-0005848-T01-IM5	-0.612000	0.584000
P-0005898-T01-IM5	-0.612000	0.982000
P-0005975-T01-IM5	-0.638000	0.513000
P-0005981-T01-IM5	-0.602000	0.808000
P-0006047-T02-IM5	-0.250000	0.520000
P-0006071-T01-IM5	-0.940000	1.463000
P-0006084-T01-IM5	-0.911000	1.338000
P-0006114-T02-IM5	-0.698000	1.101000
P-0006294-T01-IM5	-0.250000	0.931000
P-0006312-T02-IM5	-0.603000	1.027000
P-0006330-T01-IM5	-0.642000	0.915000
P-0006343-T01-IM5	-0.250000	0.250000
P-0006364-T01-IM5	-0.250000	0.250000
P-0006415-T01-IM5	-0.910000	1.067000
P-0006540-T01-IM5	-0.250000	0.250000
P-0006642-T01-IM5	-0.673000	0.749000
P-0006724-T01-IM5	-1.203000	1.382000
P-0006768-T02-IM5	-0.748000	1.527000
P-0006895-T01-IM5	-0.250000	0.250000
P-0006954-T01-IM5	-0.592000	0.670000
P-0006993-T01-IM5	-0.618000	0.938000
P-0007084-T02-IM5	-0.736000	2.119000
P-0007088-T02-IM5	-0.829000	1.213000
P-0007101-T02-IM5	-0.859000	2.086000
P-0007121-T01-IM5	-0.250000	0.250000
P-0007123-T01-IM5	-0.250000	0.552000
P-0007278-T01-IM5	-0.510000	1.172000
P-0007418-T01-IM5	-0.975000	1.660000
P-0007420-T01-IM5	-0.951000	0.644000
P-0007493-T02-IM5	-0.869000	1.606000
P-0007582-T01-IM5	-0.876000	1.233000
P-0007583-T01-IM5	-0.806000	1.367000
P-0007597-T01-IM5	-0.904000	1.757000
P-0007619-T01-IM5	-0.518000	1.037000
P-0007633-T01-IM5	-0.561000	0.250000
P-0007757-T02-IM5	-0.250000	0.250000
P-0007861-T01-IM5	-0.629000	0.516000
P-0007879-T01-IM5	-0.250000	1.173000
P-0007977-T01-IM5	-0.250000	0.638000
P-0007978-T01-IM5	-0.756000	0.782000
P-0008176-T01-IM5	-0.528000	0.250000
P-0008239-T01-IM5	-0.250000	0.736000
P-0008295-T01-IM5	-0.996000	3.907000
P-0008322-T01-IM5	-0.810000	0.935000
P-0008370-T01-IM5	-0.808000	0.250000
P-0008406-T01-IM5	-0.793000	1.667000
P-0008442-T02-IM5	-0.502000	0.250000
P-0008715-T01-IM5	-0.823000	1.356000
P-0008786-T01-IM5	-0.925000	2.258000
P-0008848-T01-IM5	-0.981000	3.907000
P-0008851-T01-IM5	-0.519000	0.656000
P-0008935-T01-IM5	-0.583000	1.062000
P-0008944-T01-IM5	-0.531000	0.250000
P-0008976-T01-IM5	-1.543000	0.856000
P-0009080-T01-IM5	-0.904000	1.572000
P-0009202-T01-IM5	-1.015000	0.847000
P-0009256-T01-IM5	-0.640000	0.668000
P-0009274-T01-IM5	-0.909000	2.370000
P-0009293-T01-IM5	-0.559000	0.588000
P-0009319-T01-IM5	-0.250000	0.833000
P-0009379-T01-IM5	-0.250000	0.250000
P-0009419-T01-IM5	-0.250000	0.250000
P-0009426-T01-IM5	-0.719000	1.021000
P-0009469-T01-IM5	-0.630000	1.394000
P-0009473-T01-IM5	-0.592000	0.533000
P-0009501-T01-IM5	-0.592000	1.148000
P-0009505-T01-IM5	-0.621000	1.391000
P-0009521-T01-IM5	-0.729000	0.932000
P-0009586-T01-IM5	-0.853000	0.762000
P-0009655-T01-IM5	-0.250000	0.250000
P-0009680-T01-IM5	-0.636000	0.819000
P-0009763-T01-IM5	-0.250000	0.650000
P-0009764-T01-IM5	-0.571000	0.799000
P-0009833-T01-IM5	-0.754000	1.466000
P-0009959-T01-IM5	-0.683000	1.305000
P-0010024-T01-IM5	-0.535000	0.618000
P-0010025-T01-IM5	-0.693000	1.067000
P-0010065-T01-IM5	-0.578000	0.250000
P-0010213-T01-IM5	-0.959000	2.384000
P-0010256-T01-IM5	-0.250000	0.250000
P-0010636-T01-IM5	-0.627000	1.850000
P-0010648-T01-IM5	-0.818000	1.384000
P-0010715-T01-IM5	-0.652000	2.213000
P-0010736-T01-IM5	-0.624000	1.324000
P-0010760-T01-IM5	-0.250000	0.250000
P-0010840-T02-IM5	-0.579000	0.504000
P-0010891-T01-IM5	-0.250000	0.250000
P-0010986-T01-IM5	-0.799000	0.844000
P-0011033-T01-IM5	-0.735000	1.571000
P-0011036-T01-IM5	-0.868000	0.908000
P-0011149-T01-IM5	-0.812000	0.990000
P-0011180-T01-IM5	-0.250000	0.813000
P-0011192-T01-IM5	-0.250000	0.599000
P-0011244-T01-IM5	-0.250000	0.250000
P-0011254-T01-IM5	-0.615000	1.021000
P-0011499-T01-IM5	-0.586000	0.250000
P-0011541-T01-IM5	-0.583000	1.335000
P-0011559-T01-IM5	-0.250000	0.250000
P-0012076-T01-IM5	-0.250000	0.576000
P-0012192-T02-IM5	-0.993000	1.300000
P-0012373-T01-IM5	-0.587000	1.136000
P-0012427-T01-IM5	-0.250000	0.250000
P-0012629-T01-IM5	-0.250000	0.250000
P-0012729-T01-IM5	-0.250000	0.526000
P-0012817-T01-IM5	-0.250000	0.507000
P-0012846-T01-IM5	-0.250000	0.250000
P-0012849-T01-IM5	-0.567000	1.188000
P-0012866-T01-IM5	-0.250000	1.778000
P-0012908-T01-IM5	-0.250000	0.821000
P-0012931-T01-IM5	-0.502000	1.048000
P-0013653-T01-IM5	-0.250000	0.548000
P-0014172-T01-IM5	-0.759000	0.745000
P-0014269-T01-IM6	-0.250000	0.583000
P-0014451-T01-IM6	-0.536000	1.141000
P-0014529-T01-IM6	-0.969000	0.880000
P-0014599-T01-IM6	-0.571000	1.723000
P-0014786-T01-IM6	-0.936000	1.665000
P-0014818-T01-IM6	-0.250000	0.721000
P-0015078-T01-IM6	-0.745000	1.689000
P-0015296-T01-IM6	-0.715000	1.179000
P-0015531-T01-IM6	-0.846000	1.710000
P-0015556-T01-IM6	-0.579000	0.618000
P-0015758-T01-IM6	-0.250000	0.250000
P-0015771-T01-IM6	-0.250000	0.718000
P-0015780-T01-IM6	-0.785000	1.141000
P-0015785-T01-IM6	-0.784000	1.272000
P-0015984-T01-IM6	-0.675000	1.751000
P-0016033-T01-IM6	-0.558000	0.796000
P-0016046-T01-IM6	-0.630000	0.565000
P-0016646-T01-IM6	-0.671000	1.062000
P-0016809-T01-IM6	-0.250000	0.250000
