Chromosome Arm	Pt1	Pt10	Pt11	Pt12	Pt13	Pt14	Pt15	Pt16	Pt17	Pt18	Pt19	Pt2	Pt20	Pt21	Pt22	Pt23	Pt24	Pt25	Pt26	Pt27	Pt28	Pt29	Pt3	Pt30	Pt31	Pt32	Pt33	Pt34	Pt35	Pt36	Pt37	Pt38	Pt4	Pt5	Pt6	Pt7	Pt9	Pat02	Pat03	Pat04	Pat06	Pat07	Pat08	Pat100	Pat101	Pat103	Pat104	Pat105	Pat106	Pat109	Pat11	Pat110	Pat113	Pat115	Pat117	Pat118	Pat119	Pat121	Pat123	Pat124	Pat126	Pat127	Pat128	Pat129	Pat13	Pat130	Pat131	Pat132	Pat133	Pat135	Pat138	Pat139	Pat14	Pat140	Pat143	Pat147	Pat148	Pat15	Pat151	Pat157	Pat159	Pat16	Pat160	Pat162	Pat163	Pat165	Pat166	Pat167	Pat168	Pat17	Pat170	Pat171	Pat174	Pat175	Pat18	Pat19	Pat21	Pat24	Pat25	Pat27	Pat28	Pat29	Pat32	Pat33	Pat36	Pat37	Pat38	Pat39	Pat40	Pat41	Pat43	Pat44	Pat45	Pat46	Pat47	Pat49	Pat50	Pat54	Pat55	Pat56	Pat57	Pat58	Pat59	Pat60	Pat62	Pat63	Pat64	Pat66	Pat67	Pat70	Pat71	Pat73	Pat74	Pat76	Pat77	Pat78	Pat79	Pat80	Pat81	Pat82	Pat83	Pat85	Pat86	Pat88	Pat90	Pat92	Pat98	CR0095	CR04885	CR06670	CR1509	CR22640	CR3665	CR4880	CR6126	CR6161	CR7623	CR9306	CR9699	CRNR0244	CRNR2472	CRNR4941	LSD0167	LSD2057	LSD3484	LSD4691	LSD4744	LSD6819	LSDNR1120	LSDNR1650	LSDNR3086	LSDNR9298	NR1867	NR2137	NR3156	NR3549	NR4018	NR4045	NR4083	NR4631	NR4810	NR4949	NR5784	NR6689	NR6721	NR6842	NR8727	NR8815	NR9341	NR9445	NR9449	NR9521	NR9705	NR9765	PR03803	PR12117	PR4035	PR4046	PR4077	PR4091	PR4092	SD0346	SD1494	SD2051	SD2056	SD5038	SD5118	SD5934	SD6336	SD6494	SD7357
6p	0.000	-0.343	0.358	-0.480	0.462	0.000	0.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.384	0.910	0.116	0.000	0.000	0.000	0.815	-0.764	0.000	0.000	0.399	0.000	0.569	0.334	0.000	1.051	0.000	1.115	2.105	1.302	0.000	0.000	0.542	0.000	-0.290	0.000	1.018	0.336	0.000	3.657	0.000	0.000	0.000	0.000	0.820	0.000	0.427	0.000	0.000	0.671	0.000	0.000	0.000	0.867	0.987	0.000	0.653	1.218	0.818	-0.481	0.000	0.000	0.000	0.000	0.371	0.432	0.000	0.000	0.000	0.921	0.000	0.000	0.000	0.849	0.744	0.000	0.000	0.522	0.742	0.000	0.496	0.000	0.000	-0.301	0.000	0.000	0.000	0.000	0.000	1.175	0.275	0.000	0.908	0.480	0.437	0.304	0.000	0.808	0.000	-0.269	0.000	0.000	0.000	0.000	0.734	0.488	0.000	1.032	1.188	-0.009	0.000	0.000	0.000	0.000	0.844	0.000	0.441	0.000	0.366	0.278	0.000	0.658	0.000	0.000	-0.064	0.257	0.262	0.000	0.000	-0.396	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000	0.737	0.000	0.000	0.000	0.000	0.000	0.000	0.727	0.000	0.000	-0.362	0.000	-0.281	0.000	0.000	1.881	0.209	0.000	0.000	0.000	0.000	0.873	0.000	0.801	0.000	0.000	0.581	1.200	0.381	0.000	0.484	0.000	0.000	0.000	0.710	0.000	-0.024	1.065	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.172	0.000	1.626	0.101	0.372	0.624	0.479	0.407	0.000	0.000	0.033	0.939	0.000	0.000	0.433	0.000	1.433	0.342	0.000	-0.064	1.071
6q	-0.835	-0.343	-0.440	-0.480	0.000	0.000	-0.541	0.000	0.000	0.000	-0.493	-0.335	0.000	0.000	0.000	-0.336	-0.481	-0.472	0.295	0.000	0.000	0.000	-0.764	0.000	0.000	-0.538	0.000	-0.573	0.000	0.000	0.000	0.000	0.561	-0.591	0.000	0.000	0.000	0.542	0.000	-0.290	0.000	-0.560	0.000	0.000	-1.293	0.000	0.000	0.000	0.000	0.820	0.000	-0.155	0.000	0.000	-0.538	-0.637	0.000	0.000	0.000	-0.746	0.000	-0.619	-0.437	-0.218	-0.481	-0.386	0.000	0.000	0.000	-0.538	0.432	0.000	0.000	0.000	-0.539	0.000	0.000	0.000	0.012	0.000	-0.766	-0.801	-0.882	0.000	0.000	0.496	0.000	-0.587	-0.301	0.000	0.000	0.000	0.000	-0.334	0.000	-0.081	0.000	0.000	-0.336	0.000	-0.382	0.000	0.000	-0.334	-0.269	0.000	0.000	0.000	-0.683	-0.796	-0.530	-0.813	1.032	0.532	-0.793	-0.574	0.000	-0.830	0.000	0.844	-0.455	-0.057	0.000	0.000	0.278	0.000	0.000	0.000	-0.622	-0.780	0.000	-0.384	0.000	0.000	-0.396	0.000	0.000	0.455	0.000	0.000	0.000	0.000	0.000	-0.438	-0.835	0.000	0.000	0.000	-0.641	0.000	0.000	-0.345	0.000	-0.362	0.000	-0.281	0.000	-0.540	1.241	-0.255	0.000	0.000	0.000	0.000	0.442	0.000	0.000	0.000	0.000	-0.791	0.578	0.000	0.000	0.484	0.000	0.000	0.000	0.000	0.000	-0.950	-0.491	0.000	0.000	0.000	-0.753	0.000	0.000	-0.779	0.000	0.000	0.000	0.000	1.626	-0.555	0.000	0.000	0.000	0.407	-0.370	-0.477	-0.879	-0.931	0.000	0.000	-0.366	0.000	0.000	-0.340	-0.258	-0.351	-0.428
7p	0.000	1.460	0.000	0.403	0.482	-0.412	1.310	0.000	0.444	0.462	0.947	0.683	0.000	2.715	0.000	0.340	0.900	0.000	0.280	0.000	0.000	1.203	1.075	0.427	0.635	0.499	0.000	0.557	0.000	0.000	0.000	0.000	1.062	-0.607	0.000	2.026	0.400	0.304	0.000	-0.251	0.000	0.000	0.000	1.175	0.000	0.000	1.605	0.000	0.000	0.689	0.441	0.000	0.000	0.000	0.000	0.000	0.000	0.622	0.000	0.000	1.495	1.677	0.566	0.000	0.000	0.000	0.000	0.000	0.000	0.410	0.000	0.776	0.658	0.000	2.001	0.000	0.591	2.096	0.654	0.000	0.000	0.000	1.393	1.106	0.000	0.000	0.290	1.813	1.801	0.678	0.495	0.000	0.710	0.000	0.774	0.638	0.000	0.000	0.586	0.566	0.000	0.000	1.018	0.000	0.000	1.546	0.000	0.526	0.000	0.000	0.302	0.000	0.000	0.418	0.000	0.413	0.873	0.000	0.395	0.000	2.075	0.523	0.000	1.979	-0.398	0.722	0.000	1.633	0.000	0.763	0.000	0.821	0.000	0.000	0.000	0.000	-0.649	0.925	0.885	0.414	0.000	0.000	0.000	0.722	0.593	0.000	0.000	1.494	0.000	0.000	0.357	0.000	0.000	1.766	0.477	0.000	0.000	0.000	0.667	0.301	0.000	0.000	0.000	0.000	0.720	0.000	0.000	0.481	0.000	0.000	0.600	0.280	0.489	0.000	0.000	0.000	0.844	0.346	0.000	1.538	0.785	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.194	0.000	0.000	0.000	0.000	0.000	0.000	0.320	0.319	0.649	0.000	0.000	0.560	0.000	0.000	-0.408	0.899	0.000	0.817	0.601	0.746
7q	0.000	0.000	0.000	1.494	0.482	0.000	1.310	0.000	0.444	0.462	0.947	0.000	0.000	0.969	0.300	1.035	0.900	0.000	0.000	0.000	0.000	1.203	1.075	0.427	0.635	0.499	0.000	0.000	0.000	0.000	0.000	0.000	1.062	-0.607	1.244	0.338	0.400	0.304	0.000	-0.251	0.318	0.552	0.000	1.175	0.000	0.000	0.767	0.000	0.000	0.689	0.441	-0.574	0.000	0.693	0.000	0.000	0.000	0.622	0.000	0.000	0.000	1.677	0.566	1.896	0.000	0.000	0.000	0.000	0.443	0.410	0.000	0.776	0.658	0.000	2.001	0.000	0.591	2.096	0.654	0.000	0.000	0.409	0.796	0.000	0.000	0.000	0.290	0.360	0.389	0.678	0.495	0.000	0.710	0.000	0.774	0.638	0.000	0.000	0.586	0.566	0.000	0.882	1.018	-0.278	0.000	1.546	0.000	0.526	0.000	0.000	0.302	0.000	0.000	0.418	0.000	0.000	0.873	0.000	0.701	0.000	0.605	0.523	0.000	0.928	0.000	0.000	0.000	1.633	0.000	0.763	0.000	0.821	0.000	0.536	0.000	0.000	0.000	0.925	0.000	0.414	0.000	0.000	1.453	0.722	1.121	0.000	0.000	1.494	0.000	0.000	0.357	0.000	0.000	1.766	0.477	0.000	0.000	-0.527	0.667	0.301	0.000	0.000	0.000	0.000	0.720	0.000	0.000	0.481	0.251	0.000	0.600	0.682	0.489	0.000	0.000	0.000	0.432	0.346	0.000	1.538	1.673	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.451	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.320	0.000	0.649	0.000	0.000	1.738	0.000	0.000	0.000	0.899	0.000	0.425	1.991	0.746
8p	0.000	-0.755	0.000	0.499	0.000	-0.410	0.000	0.000	-0.472	-0.377	-0.480	0.000	0.000	0.000	0.308	0.314	0.000	1.065	0.000	0.000	0.000	0.459	0.000	0.000	0.000	0.000	0.000	-0.491	-0.250	0.000	0.000	0.000	0.505	0.000	0.000	0.000	0.000	0.000	0.000	-0.264	0.000	0.000	0.000	0.000	-1.293	0.000	0.000	0.000	0.000	0.000	0.000	0.329	-0.866	0.000	0.000	-0.659	0.000	0.630	0.000	-0.285	-0.914	0.555	1.638	0.324	0.000	0.000	0.000	0.000	0.000	-0.749	0.395	-0.850	1.216	0.935	-0.557	0.000	-0.554	-0.287	0.000	0.891	0.000	-0.409	1.546	0.000	0.000	-0.554	0.812	0.000	1.047	-0.675	-0.490	0.415	-0.347	0.000	-0.483	0.000	0.000	0.000	0.000	0.000	0.302	0.000	0.000	0.000	0.000	-0.515	0.000	0.000	1.014	0.000	1.610	0.000	-0.347	0.000	0.758	0.000	0.000	0.000	-0.568	0.000	0.000	0.000	0.350	0.418	0.298	-0.321	0.891	0.441	0.000	-0.751	0.000	0.000	-0.789	0.000	0.410	0.000	-0.625	0.000	0.000	0.400	0.428	0.000	0.000	0.319	-0.853	0.000	-1.067	0.500	0.000	-0.307	0.358	0.000	0.000	0.797	-0.487	0.254	-0.498	-1.124	0.000	0.000	0.000	0.000	0.000	0.000	-0.277	0.000	0.000	0.000	-0.322	0.316	0.000	-0.311	0.463	0.523	0.000	0.000	0.000	0.000	0.000	0.900	-0.323	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.897	-0.594	0.000	-0.500	-0.660	1.192	0.326	-0.489	-0.883	0.000	0.579	0.000	-0.366	-0.958	0.000	0.401	0.437	0.000	0.000
8q	0.000	0.786	0.000	0.499	0.922	-0.410	0.000	0.000	0.488	0.000	-0.480	0.000	0.386	-0.441	0.308	0.314	0.000	1.065	0.000	0.000	0.000	0.459	0.723	0.000	0.000	0.995	0.000	1.858	-0.250	0.000	0.495	0.000	0.505	0.000	0.000	0.000	0.000	0.000	0.000	-0.264	0.000	0.000	0.836	0.281	-1.293	0.000	0.000	0.000	0.000	0.611	0.000	0.329	0.789	1.081	0.000	0.000	0.000	0.630	0.000	0.000	0.088	0.555	1.638	0.324	0.000	0.000	0.000	0.000	0.000	0.458	0.395	0.765	1.216	0.935	0.000	0.000	-0.554	1.221	0.519	1.747	0.293	-0.409	1.546	0.936	0.000	0.129	1.401	0.000	1.047	0.000	0.895	0.000	-0.347	0.000	0.655	0.000	0.000	0.000	0.000	0.000	0.302	0.000	1.449	0.000	0.000	0.436	0.000	0.000	0.000	0.000	1.610	0.747	0.000	0.000	0.758	0.000	0.000	0.000	0.406	1.740	0.000	0.000	0.350	0.418	0.000	-0.321	0.891	0.441	0.000	2.143	0.000	0.361	0.000	0.000	0.410	0.000	0.000	0.384	0.000	0.400	1.733	0.000	0.702	0.319	0.105	0.000	2.035	0.500	0.000	0.000	0.358	0.000	0.000	0.797	0.503	0.254	0.000	-1.124	2.470	0.000	0.000	0.000	0.000	0.000	-0.277	0.000	0.000	0.000	0.000	3.657	1.248	0.477	0.925	0.523	0.000	0.000	1.290	0.000	0.000	0.900	0.303	0.000	0.000	0.000	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	2.586	0.645	0.000	0.000	1.512	1.192	0.326	-0.489	0.055	0.000	0.579	0.595	0.440	-0.457	0.000	0.401	0.437	-0.563	0.000
9p	-0.838	-0.379	-0.492	-0.484	-0.478	0.000	0.000	0.000	0.000	0.000	-0.491	0.000	0.000	-0.941	0.000	0.000	-0.865	-0.498	0.000	0.000	0.000	0.000	0.000	0.000	-0.442	-0.499	0.000	-0.541	0.000	-0.725	0.000	0.000	0.514	-0.615	0.000	0.337	0.000	-0.515	0.000	-0.675	0.000	-0.568	-0.535	0.015	-0.368	0.000	0.000	0.000	-0.738	0.000	0.000	-0.517	-0.833	-0.578	-0.528	-0.637	-0.860	0.000	0.000	-0.802	0.000	-0.648	-0.510	-0.607	-0.412	-0.839	0.000	0.000	0.000	0.000	-0.486	0.833	-0.299	0.000	-0.602	0.000	-0.558	-0.576	0.000	-0.885	0.000	-0.775	0.000	-1.293	-0.690	-0.491	-0.752	-0.682	0.000	-0.673	-0.531	0.000	0.196	-0.431	0.000	-0.366	-0.297	-0.757	-0.348	0.000	-0.337	0.000	0.000	-0.270	0.000	0.509	0.000	-0.500	0.258	-0.776	-0.274	-0.863	-0.915	-0.525	-0.790	0.000	-0.823	-0.917	-0.551	0.000	-0.792	-0.157	-0.374	0.000	0.000	0.000	-0.877	0.000	-0.650	0.000	0.000	-0.683	0.000	-0.692	-0.382	0.000	-0.699	-0.610	-0.597	0.000	0.000	0.000	-0.760	0.429	-0.823	0.000	0.000	0.000	0.641	-0.289	0.000	-0.379	-0.441	-0.374	-0.496	-0.364	0.000	-1.133	0.000	-0.262	0.000	0.000	0.000	-0.298	-0.037	0.000	-0.516	-0.573	0.000	0.000	0.000	-0.318	0.000	0.496	0.000	-0.690	0.000	-0.381	-0.385	0.000	0.000	-0.303	0.000	0.000	-0.811	0.000	0.000	-0.782	0.000	-0.815	-0.787	0.000	0.000	-0.213	0.000	0.000	-0.760	0.000	-0.327	-0.507	-0.836	-0.961	-0.922	-0.604	-0.344	0.000	-0.334	-0.361	0.150	-1.012	-0.435
9q	-0.838	-0.379	-0.492	-0.484	0.000	0.000	0.000	0.000	-0.420	0.000	-0.491	-0.308	0.000	-0.314	0.000	0.000	-0.865	0.000	0.000	0.000	0.000	0.574	0.000	0.000	0.000	-0.499	0.000	-0.541	-0.401	-0.725	0.000	0.000	0.514	-0.615	0.000	0.337	0.000	-0.515	0.000	-0.675	0.000	0.000	-0.535	-0.384	-0.368	0.000	0.000	0.000	-0.738	0.000	0.000	-0.517	0.000	-0.578	0.000	0.000	-0.860	0.000	0.000	-0.802	0.000	-0.648	-0.510	0.000	0.000	-0.839	0.000	0.000	0.000	0.325	-0.486	0.000	0.000	0.000	0.345	0.000	0.000	-0.576	0.000	-0.885	0.000	-0.420	0.000	-0.737	-0.690	0.000	0.000	0.000	0.000	-0.673	0.000	0.000	-0.252	-0.431	0.000	-0.366	-0.297	0.000	-0.348	0.000	-0.337	0.000	0.000	0.000	0.000	0.000	0.000	-0.500	0.258	-0.776	-0.274	0.000	-0.915	0.000	-0.790	0.000	-0.823	0.000	-0.551	-0.311	-0.792	-0.157	0.000	0.000	0.000	0.000	-0.877	0.000	-0.650	0.000	0.000	-0.683	0.000	-0.692	-0.382	0.000	-0.699	-0.610	-0.597	-0.438	0.000	0.000	-0.760	0.130	0.000	0.000	0.000	0.000	0.641	-0.289	0.000	-0.379	-0.441	-0.374	0.000	-0.364	0.000	-0.548	0.000	-0.262	0.000	0.000	0.000	0.000	0.424	0.000	-0.516	-0.573	0.000	0.000	0.000	0.000	0.000	-0.037	0.000	0.000	-0.442	-0.381	-0.385	0.000	-0.428	-0.303	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.815	0.000	0.000	0.000	0.417	0.000	-0.532	0.000	0.000	-0.327	-0.507	-0.852	0.000	0.558	-0.604	-0.344	0.255	-0.334	-0.361	0.402	0.250	0.000
10p	-0.290	-0.379	0.000	0.000	-0.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.293	-0.258	0.000	-0.475	-0.535	0.000	0.000	0.000	0.000	-0.276	0.000	-0.495	-1.293	0.000	-0.540	-0.701	-0.725	0.000	0.000	0.000	0.000	0.000	0.386	0.000	-0.499	0.000	0.000	0.000	0.000	-0.594	-0.663	-1.293	0.000	0.000	0.000	-0.678	-0.423	0.000	0.540	0.000	0.000	-0.592	-0.657	0.000	0.000	0.000	-0.801	0.000	-0.630	-0.490	-0.609	-0.418	-0.859	0.000	0.000	0.000	-0.772	-0.065	0.000	-0.329	0.000	-0.520	0.000	-0.565	-0.594	0.000	-0.875	0.000	-0.382	0.000	-1.043	-0.702	0.000	0.000	0.000	-0.294	-0.663	0.000	0.000	-0.313	-0.402	0.000	-0.657	0.000	0.000	-0.363	0.000	-0.375	0.000	0.000	0.000	-0.291	-0.533	-0.262	-0.500	0.819	0.000	-0.601	0.000	-0.857	0.000	0.000	0.078	-0.774	0.000	-0.483	-0.328	1.085	-0.608	0.000	0.493	0.000	0.000	0.000	0.000	-0.682	-0.751	0.000	-0.686	0.000	-0.709	-0.372	0.000	0.000	-0.552	-0.611	-0.562	0.000	0.000	-0.702	0.000	0.000	0.000	-0.905	0.000	0.000	-0.350	-0.307	0.000	0.000	-0.365	-0.473	-0.341	-0.259	0.000	0.000	-0.253	0.000	0.000	0.000	-0.283	0.000	0.000	-0.531	-0.545	0.000	0.000	0.000	-0.265	0.000	-0.543	0.000	0.000	0.000	-0.379	0.000	0.000	-0.488	-0.682	0.000	0.000	-0.543	0.000	0.000	0.000	0.000	-0.828	0.000	0.000	-0.905	-0.567	0.000	-0.527	-0.759	-0.519	-0.351	-0.514	-0.881	0.000	-0.594	-0.595	0.000	0.000	-0.317	0.000	-0.308	0.269	0.000
10q	-0.290	-0.379	-0.421	0.000	-0.464	0.000	0.000	0.000	0.000	-0.424	0.000	0.000	0.000	-1.293	-0.258	0.000	-0.475	-0.535	0.000	0.000	0.000	0.000	-0.276	0.000	-0.495	-1.293	0.000	-0.540	-0.701	-0.725	0.000	0.000	0.000	0.000	0.000	-0.397	0.000	-0.499	0.000	0.000	0.000	-0.640	-0.594	-0.663	-1.293	0.000	0.000	0.000	0.000	0.000	0.000	0.540	0.000	0.000	-0.592	-0.657	0.000	0.000	0.000	-0.801	0.000	-0.630	-0.490	-0.609	-0.418	-0.859	0.000	0.000	0.000	-0.772	-0.499	0.000	-0.329	0.000	-0.520	0.000	-0.565	-0.594	0.000	-0.875	0.000	-0.382	0.000	-1.043	-0.702	0.000	0.000	0.000	-0.294	-0.663	0.000	0.000	-0.313	-0.402	0.000	-0.357	0.000	0.000	-0.363	-0.316	-0.375	0.000	0.000	0.000	-0.291	-0.533	-0.262	-0.500	0.000	0.000	-0.601	0.000	-0.857	0.000	0.000	-0.517	-0.774	0.000	0.000	-0.328	-0.421	-0.608	0.000	0.000	-0.386	-0.607	0.000	0.000	-0.682	-0.751	0.000	-0.686	0.000	-0.709	-0.372	0.000	0.000	0.000	-0.611	-0.562	0.000	0.000	-0.702	0.000	0.000	0.000	-0.905	0.000	-0.652	-0.350	-0.307	0.000	0.000	-0.365	0.000	-0.341	-0.259	0.000	0.000	-0.266	0.000	0.000	0.000	-0.283	0.000	0.000	-0.531	-0.550	0.000	0.000	-0.591	-0.265	0.000	-0.543	0.000	0.000	-0.474	-0.379	0.000	0.000	-0.488	-0.682	0.000	0.000	-0.543	0.000	0.000	0.000	0.000	-0.828	0.000	0.000	-0.905	-0.567	0.000	-0.527	-0.759	-0.519	-0.351	-0.514	-0.881	0.000	-0.594	-0.595	-0.332	0.284	-0.317	-0.370	-0.308	0.000	0.000
11p	-0.812	0.000	0.000	-0.495	0.000	0.000	0.000	0.000	0.000	-0.349	-0.480	-0.658	0.000	-0.925	0.000	-0.349	-0.463	-0.483	0.000	0.000	0.000	-0.324	0.000	0.000	-0.512	0.000	0.000	-0.529	-0.676	0.000	0.574	0.000	0.000	0.000	1.095	1.244	0.000	-0.481	0.000	-0.697	0.000	-0.562	0.000	0.000	-1.293	0.000	0.000	0.000	0.000	0.000	0.000	-0.555	-0.801	-0.255	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.573	-0.501	0.000	-0.385	0.000	0.000	0.251	0.000	0.000	-0.530	0.000	0.000	0.000	0.478	0.000	0.495	-0.613	0.000	0.000	0.000	0.498	0.000	0.000	0.000	0.000	-0.386	0.000	0.000	0.000	0.000	0.000	-0.393	0.000	0.331	0.000	0.000	0.000	0.000	0.000	0.318	0.000	0.000	0.000	0.000	-0.397	0.000	0.000	-0.487	0.000	0.000	0.000	-0.412	0.421	0.000	0.000	0.000	0.000	-0.550	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.815	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.149	0.376	0.000	0.000	0.000	0.406	-0.773	0.000	-0.418	0.000	0.027	-0.274	0.000	0.000	0.000	0.000	0.456	0.000	0.000	-0.550	0.000	0.000	0.000	0.000	0.000	0.000	-0.462	0.000	0.000	-0.579	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	-0.383	0.000	0.000	0.000	-1.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.756	0.000	-0.312	0.000	0.938	0.000	-0.307	-0.604	0.000	0.483	0.000	0.000	-0.318	0.000	0.000
11q	-0.812	0.000	-0.264	-0.495	0.000	0.000	0.000	0.000	0.000	-0.349	-0.480	-0.658	0.000	-0.925	0.000	-0.349	-0.463	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.512	0.000	0.000	-0.529	-0.688	0.000	0.574	0.000	0.000	-0.551	0.000	0.858	0.000	-0.481	0.000	-0.697	0.000	-0.562	0.000	0.000	-1.293	0.000	0.000	0.000	0.000	0.000	0.000	-0.555	0.000	-0.255	0.000	-0.639	0.000	0.000	0.000	-0.764	0.000	0.573	-0.501	0.000	-0.385	0.000	0.000	0.251	0.000	0.000	-0.530	-0.898	0.000	0.000	-0.567	0.000	-0.606	-0.613	0.000	0.000	0.000	-0.827	0.000	0.000	-0.279	0.000	-0.386	0.000	-0.256	0.000	0.000	0.400	-0.393	0.000	0.331	-0.312	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.338	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.412	-0.522	0.000	-0.584	-0.795	0.000	-0.550	0.000	0.000	0.000	0.000	0.000	-0.289	-0.580	-0.815	0.000	0.000	0.000	0.000	0.000	-0.814	-0.716	0.000	0.000	0.000	-0.576	1.149	0.376	0.000	0.000	0.000	0.406	0.000	0.000	-0.418	0.000	0.027	-0.274	0.000	0.000	0.000	0.000	0.000	0.000	-0.277	-0.550	0.000	0.000	-0.258	0.000	0.000	-0.311	-0.462	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.697	0.000	0.000	-0.333	0.000	0.000	-1.102	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.768	0.000	0.000	0.000	0.000	0.000	-0.756	0.000	0.000	-0.453	0.000	0.000	-0.307	-0.604	-0.374	0.483	0.000	0.000	-0.318	0.000	0.000
12p	0.000	0.000	0.699	0.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.910	0.000	0.000	-0.434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.460	0.000	0.290	0.000	0.217	0.000	-0.532	0.000	0.000	0.000	0.000	0.897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.293	0.000	0.000	0.000	0.000	0.000	0.000	-0.016	0.000	1.225	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.451	0.000	0.000	0.000	0.000	0.483	0.562	-0.317	0.000	0.000	0.000	0.590	0.000	0.000	0.000	0.000	-0.406	0.000	0.000	0.000	0.000	0.000	0.000	-0.380	0.000	-0.425	0.000	0.000	0.000	1.543	0.000	0.000	0.000	0.000	0.440	0.000	0.000	0.000	-0.298	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.555	-0.324	0.000	-0.403	-0.347	0.407	0.442	0.000	0.000	0.419	0.721	0.000	0.000	0.000	0.000	0.000	0.473	0.000	-0.397	1.019	-0.652	0.000	0.000	0.000	0.760	0.000	0.000	0.000	-0.377	0.493	0.000	0.272	0.000	0.497	0.000	0.000	0.000	0.393	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.405	0.000	0.000	0.575	-0.000	0.000	0.000	0.000	0.000	0.000	0.828	0.000	-0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.395	0.000	0.000	-0.503	0.000	0.000	-0.313	0.000	0.000	0.000	0.275	0.000	0.000	0.000	0.645
12q	0.000	0.000	0.699	0.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.910	0.000	0.000	-0.434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.280	0.000	0.000	0.000	0.000	0.000	0.000	-0.363	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.293	0.000	0.000	0.000	-0.573	0.000	0.000	-0.527	0.000	0.000	0.000	-0.331	0.000	0.000	0.000	0.000	0.000	-0.634	0.000	0.000	0.000	-0.451	0.000	0.000	0.000	0.000	0.483	0.675	-0.317	0.000	0.000	0.000	-0.556	0.000	0.000	0.000	0.000	-0.406	0.000	0.000	0.000	0.000	0.000	0.000	-0.380	0.000	-0.425	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.108	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.764	0.000	0.000	0.000	0.000	0.000	0.555	-0.324	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.419	0.000	0.000	0.000	0.000	0.000	0.000	0.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	-0.278	0.000	-0.308	0.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.278	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.262	0.000	0.000	0.405	0.000	0.000	0.000	-0.534	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.726	0.000	0.000	0.000	0.000	-0.281	0.000	-0.344	-0.503	0.000	0.000	-0.313	-0.593	0.000	-0.447	0.275	0.384	0.000	0.392	0.645
