# Using amp_thresh=0.25, del_thresh=0.25
Sample	Low	High
CR1509	-0.574000	0.977000
CR22640	-0.629000	0.747000
CR3665	-0.691000	0.526000
CR4880	-0.625000	2.016000
CR6126	-0.746000	0.754000
CR6161	-0.614000	0.643000
CR7623	-0.748000	0.745000
CR9306	-1.383000	1.049000
CR9699	-0.881000	2.720000
CRNR0244	-0.516000	0.992000
CRNR2472	-0.513000	0.250000
CRNR4941	-0.250000	0.250000
LSD0167	-0.250000	0.599000
LSD2057	-0.590000	0.250000
LSD3484	-0.714000	1.123000
LSD4691	-0.250000	0.250000
LSD4744	-0.781000	1.051000
LSD6819	-0.829000	0.731000
LSDNR1120	-0.572000	0.551000
LSDNR1650	-1.041000	3.907000
LSDNR3086	-0.847000	1.498000
LSDNR9298	-0.568000	0.932000
NR1867	-0.250000	1.175000
NR2137	-0.793000	1.288000
NR3156	-0.250000	0.250000
NR3549	-0.958000	0.665000
NR4018	-0.724000	1.540000
NR4045	-0.633000	0.960000
NR4083	-0.635000	0.656000
NR4631	-1.200000	1.788000
NR4810	-0.741000	1.923000
NR4949	-1.352000	1.188000
NR5784	-0.250000	0.250000
NR6689	-0.250000	0.250000
NR6721	-1.061000	0.250000
NR6842	-0.250000	0.250000
NR8727	-0.250000	0.250000
NR8815	-1.032000	1.030000
NR9341	-0.250000	0.250000
NR9445	-1.078000	1.701000
NR9449	-1.448000	1.444000
NR9521	-0.995000	0.722000
NR9705	-1.155000	2.836000
NR9765	-0.844000	1.712000
PR03803	-0.250000	0.622000
PR12117	-0.782000	0.874000
PR4035	-1.010000	1.762000
PR4046	-0.769000	1.442000
PR4077	-0.620000	0.620000
PR4091	-0.792000	0.899000
PR4092	-1.136000	1.188000
SD0346	-1.226000	1.189000
SD1494	-1.172000	1.988000
SD2051	-0.855000	0.845000
SD2056	-0.624000	0.719000
SD5038	-1.208000	0.978000
SD5118	-0.584000	1.683000
SD5934	-0.631000	0.651000
SD6336	-0.578000	1.090000
SD6494	-1.262000	2.241000
SD7357	-0.685000	1.321000
